,Ticker,N-Value Rating,Lwowski Rating,Primary Passed Tests,Secondary Passed Tests,SMA50_greater_SMA150_rule (1st),SMA150_greater_SMA200_rule (1st),week52_span_rule (1st),rs_value_rule (1st),liquidity_rule (1st),close_above_52weekhigh_rule (1st),prev_close_rule (1st),SMA200_slope_rule (1st),inst_ownership_rule (1st),close_greater_SMA50_rule (1st),sales_QoQ_yearly_rule (1st),eps_QoQ_yearly_rule (2nd),Double Bottom Chart Pattern,Inverse Head and Shoulder Pattern,Multiple Bottom Pattern,Channel Up Pattern,Channel Up Strong Pattern,Wedge Down Pattern,Wedge Down Strong Pattern,Channel Down Strong Pattern,SMA200_percent,prev_close,week52_high,SMA50_percent,Sales_QoQ_percent,Inst. Ownership,Shares Outstanding,week52_low,SMA200_value,EPS_QoQ_percent,volume,Relative Strength Value,SMA150_value,SMA50_value,SMA50_greater_SMA150_rule_nvalue,close_greater_SMA50_rule_nvalue,inst_ownership_rule_nvalue,eps_QoQ_yearly_rule_nvalue,prev_close_rule_nvalue,SMA150_greater_SMA200_rule_nvalue,close_above_52weekhigh_rule_nvalue,SMA200_slope_rul_nvalue,rs_value_rule_nvalue,liquidity_rule_nvalue,sales_QoQ_yearly_rule_nvalue,week52_span_rule_nvalue,close_greater_SMA50_rule_score,liquidity_rule_score,rs_value_rule_score,SMA50_greater_SMA150_rule_score,close_above_52weekhigh_rule_score,prev_close_rule_score,SMA150_greater_SMA200_rule_score,eps_QoQ_yearly_rule_score,week52_span_rule_score,SMA200_slope_rul_score,sales_QoQ_yearly_rule_score,inst_ownership_rule_score
2082,PCH,8190.0,2008.7706854533967,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.1809,52.92,54.540000915527344,0.0519,0.6579999999999999,0.8740000000000001,67160000.0,25.979999542236328,48.05992785117609,7.7429999999999986,635761.0,2.334923263269081,49.54240369796753,52.49138885074191,4096.0,8.0,16.0,2,64.0,2048.0,128.0,32.0,512.0,256,4.0,1024.0,0.06532288950888075,341.74035539688487,683.4807107937697,243.81221507545501,37.59735695619897,18.79867847809949,63.17343096374554,84.03333333333333,265.8143630843017,0.046918482099477785,6.527999999999999,263.68
2449,CINF,8190.0,1970.7289469654465,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.2543,103.09,108.93000030517578,0.0711,0.252,0.715,160900000.0,48.540000915527344,86.75539573834097,0.7070000000000001,657996.0,1.9599845163806169,89.86250019073486,101.62555631001793,4096.0,8.0,16.0,2,64.0,2048.0,128.0,32.0,512.0,256,4.0,1024.0,0.1152815290291499,245.75603619343784,491.5120723868757,536.1688998449544,33.516814627519025,16.758407313759513,73.34817465065706,5.855555555555558,354.79256129331907,0.07314357033951052,0.03200000000000003,212.79999999999995
1828,ACGL,8190.0,1713.0571130979267,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.2042,38.37,39.40999984741211,0.1075,0.33799999999999997,0.917,403000000.0,22.239999771118164,33.75812955897489,0.703,2432469.0,2.3439162861832483,34.98615393271813,36.68916659884982,4096.0,8.0,16.0,2,64.0,2048.0,128.0,32.0,512.0,256,4.0,1024.0,0.3665023890082839,344.0425692629116,688.085138525823,199.38001455919013,38.16290345989461,19.081451729947304,74.50039295075575,5.81111111111111,64.73669763678299,0.042331472501641085,1.4079999999999997,277.44
2442,DLB,8190.0,1432.0786514897218,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.2608,98.72,102.0,0.0658,0.336,0.955,100720000.0,51.849998474121094,86.85726599384554,1.7519999999999998,520919.0,1.7038551818279888,93.20721120100755,97.59361055162218,4096.0,8.0,16.0,2,64.0,2048.0,128.0,32.0,512.0,256,4.0,1024.0,0.09233304860932612,180.18692654796521,360.3738530959303,192.76074789289783,37.17856209150328,18.58928104575164,149.7248115683179,17.466666666666665,184.65577327410512,0.0736962579748035,1.3760000000000003,289.6
2056,APAM,8190.0,1398.8406522553967,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.2098,52.17,54.41999816894531,0.0368,0.253,0.8390000000000001,56970000.0,19.59000015258789,47.26834529080836,0.517,389246.0,1.310870115625261,49.39836542422954,50.3027778201633,4096.0,8.0,16.0,2,64.0,2048.0,128.0,32.0,512.0,256,4.0,1024.0,0.296957307051659,79.58274960006673,159.16549920013347,74.99181687351215,35.610442844168844,17.805221422084422,92.28758075639351,3.744444444444445,682.7711390794993,0.05680072804198216,0.048000000000000036,252.48
1872,FNF,8190.0,1204.762600255124,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.1655,40.66,42.310001373291016,0.044500000000000005,0.596,0.826,292000000.0,23.25,36.79697840848415,1.2329999999999999,1520207.0,1.6822155843466629,38.26432701257559,39.99555566575793,4096.0,8.0,16.0,2,64.0,2048.0,128.0,32.0,512.0,256,4.0,1024.0,0.1329036335526528,174.64718959274572,349.29437918549144,185.319150160522,36.01102437796738,18.00551218898369,81.6678453273867,11.7,94.07590725806452,0.052688530410004125,5.5360000000000005,248.32
2630,IPHI,8190.0,1097.2595232143024,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.2943,178.41,180.5399932861328,0.0823,0.8220000000000001,0.9179999999999999,52650000.0,77.68000030517578,149.4684172705781,0.221,776231.0,1.1037261698356429,160.9316349029541,165.15694427490234,4096.0,8.0,16.0,2,64.0,2048.0,128.0,32.0,512.0,256,4.0,1024.0,0.6419617792413526,26.55389947792457,53.10779895584915,107.54173471198798,40.65315792796557,20.326578963982787,157.06776146968238,0.4555555555555557,403.9579227500235,0.041151622089436665,9.152000000000001,277.75999999999993
2534,SWAV,8188.0,3878.4789841321262,11,0,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0.5466,130.26,142.0500030517578,0.1015,0.5870000000000001,0.9975,34460000.0,27.25,100.13143909920893,0.064,503167.0,2.1091825787305027,109.1930770140428,117.46138869391548,4096.0,8.0,16.0,0,64.0,2048.0,128.0,32.0,512.0,256,4.0,1024.0,0.8716812527688085,283.9507401550087,567.9014803100174,310.15706825811884,28.501510189336802,14.250755094668401,185.33873692949226,0.0,2178.7714449541286,0.14356698858683198,5.392000000000001,303.2
1918,PPBI,8188.0,2624.981762107825,11,0,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0.5156000000000001,43.44,46.6500015258789,0.08460000000000001,0.39299999999999996,0.909,93660000.0,15.84000015258789,32.125251701409866,0.026000000000000002,431813.0,1.6701822550010006,35.23586526283851,42.13972197638618,4096.0,8.0,16.0,0,64.0,2048.0,128.0,32.0,512.0,256,4.0,1024.0,0.2468508025453907,171.56665728025615,343.1333145605123,802.5401643397371,30.92303874603831,15.461519373019154,198.30308671250907,0.0,785.4545872095417,0.1845430836661868,2.2880000000000003,274.88
1786,WLL,8186.0,79357.52553203405,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.1661,35.45,36.97999954223633,0.2063,-0.442,0.8859999999999999,38170000.0,0.2899999916553497,24.376187118694936,1.0,735117.0,1.564606328981864,26.68740390814268,33.700000074174675,4096.0,8.0,16.0,2,64.0,2048.0,128.0,32.0,512.0,256,0.0,1024.0,0.4154302485397117,144.53922021935713,289.07844043871427,1076.2977918321642,35.60555457614963,17.802777288074815,194.1801628671774,9.111111111111112,77322.59438801701,0.3806554357703215,0.0,267.5199999999999
2381,MNST,8186.0,31524.461750208706,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.0966,91.09,94.98999786376952,0.0259,0.1,0.6559999999999999,527640000.0,53.099998474121094,86.15151077380285,0.196,1751539.0,41.514306775030605,88.22471156487099,89.02805561489531,4096.0,8.0,16.0,2,64.0,2048.0,128.0,32.0,512.0,256,0.0,1024.0,0.18528490785187726,10371.662534407833,20743.325068815666,37.2967751385629,35.659616973169044,17.829808486584522,49.28428047252193,0.17777777777777795,75.09334019930968,0.027263029429402032,0.0,193.92
2390,UMBF,8186.0,15158.78777759776,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.4301,92.33,97.0500030517578,0.095,-0.039,0.978,47930000.0,42.4900016784668,71.02158287103228,1.393,156910.0,18.711381053474604,76.91144253657414,89.01972240871855,4096.0,8.0,16.0,2,64.0,2048.0,128.0,32.0,512.0,256,0.0,1024.0,0.2974871187382859,4534.1135496894985,9068.227099378997,644.8392166447665,34.36633526873365,17.183167634366825,169.84178762861202,13.47777777777778,379.33065473184485,0.15070172442777638,0.0,296.96
869,CRIS,8186.0,15013.141470954111,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,1.5789,11.32,12.800000190734865,0.1313,-0.091,0.7140000000000001,66030000.0,0.6299999952316284,6.158705069006777,0.561,4954177.0,2.695264980707136,7.840769276022911,10.598611222373117,4096.0,8.0,16.0,2,64.0,2048.0,128.0,32.0,512.0,256,0.0,1024.0,0.5445157011545594,433.98783506102683,867.9756701220535,1440.6903474119558,22.933331084251442,11.466665542125721,559.3493205747234,4.233333333333333,11459.047899541765,0.4325525817230741,0.0,212.48
1162,TCS,8186.0,11202.414013567744,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.7839,16.64,19.190000534057614,0.0488,0.205,0.875,48570000.0,1.9900000095367432,11.710143874875074,6.966,831992.0,7.050223090892416,12.984999995965225,16.352499961853027,4096.0,8.0,16.0,2,64.0,2048.0,128.0,32.0,512.0,256,0.0,1024.0,0.14065129555365888,1548.8571112684585,3097.714222536917,1062.2471978869753,19.988184174002946,9.994092087001473,222.9609955172712,75.4,4900.792096292353,0.31946250920966496,0.0,263.99999999999994
1884,CARR,8186.0,10210.038136290423,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.2471,42.22,42.36000061035156,0.0894,0.021,0.8590000000000001,869280000.0,12.890000343322756,36.848848823163145,0.951,4640605.0,12.426144658565535,38.55173070614155,38.67999977535672,4096.0,8.0,16.0,2,64.0,2048.0,128.0,32.0,512.0,256,0.0,1024.0,0.7321613743955886,2925.093032592777,5850.186065185553,13.628184724314995,42.102610076588114,21.051305038294057,94.64344769835829,8.566666666666666,995.0832957178247,0.07136721565343107,0.0,258.88
2392,DY,8186.0,9327.770413710836,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.401,92.85,100.77999877929688,0.0623,0.018000000000000002,0.9905,31430000.0,23.95000076293945,75.5964032728895,0.321,409922.0,10.053633621749388,80.55605815007138,87.08111148410374,4096.0,8.0,16.0,2,64.0,2048.0,128.0,32.0,512.0,256,0.0,1024.0,0.5299783999150585,2317.730207167843,4635.460414335686,331.77664188094195,29.23754903691573,14.618774518457865,134.36318063707543,1.5666666666666669,1561.3540408155075,0.17296025182778893,0.0,300.95999999999987
2246,BPOP,8186.0,8126.667595905895,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.4638000000000001,70.32,73.5199966430664,0.08460000000000001,-0.07200000000000001,0.902,83830000.0,31.75,54.19280588712625,0.217,468711.0,9.554458958561654,59.462403884300834,68.64805560641818,4096.0,8.0,16.0,2,64.0,2048.0,128.0,32.0,512.0,256,0.0,1024.0,0.19484244718220325,2189.9414933917833,4379.882986783567,632.7431619986402,35.238309956204645,17.619154978102323,199.1433460871469,0.4111111111111112,398.6987696850394,0.1544194671177713,0.0,272.64
1275,INFY,8186.0,6458.790588429899,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.2733,18.72,19.32999992370605,0.0495,0.086,0.177,4240000000.0,7.559999942779541,16.39762588199094,0.207,4204455.0,8.078320454523588,17.07567300246312,18.300833225250248,4096.0,8.0,16.0,2,64.0,2048.0,128.0,32.0,512.0,256,0.0,1024.0,0.18323396299635888,1812.0500363580386,3624.100072716077,293.883366811498,37.28091115416103,18.640455577080512,84.6854607319788,0.3,546.9460374358799,0.08101368218766286,0.0,40.64
1628,GPS,8186.0,6356.4545285063,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.521,29.78,32.25,0.1711,-0.053,0.539,377000000.0,5.5,22.360863308254768,1.72,6410600.0,4.641061861997594,23.655769183085518,27.37527783711751,4096.0,8.0,16.0,2,64.0,2048.0,128.0,32.0,512.0,256,0.0,1024.0,0.7027427234720465,932.111836671384,1864.223673342768,644.0334841366544,29.595452196382446,14.797726098191216,118.59860664120121,17.11111111111111,2578.6181818181813,0.1817137669540068,0.0,156.48000000000005
2540,UHS,8186.0,6119.500982552676,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.12300000000000001,133.39,142.4600067138672,0.0202,0.066,0.956,84730000.0,85.37999725341797,126.76165414714129,0.28800000000000003,385992.0,8.380124541998537,132.194710951585,132.96083301968045,4096.0,8.0,16.0,2,64.0,2048.0,128.0,32.0,512.0,256,0.0,1024.0,0.02582215953812577,1889.3118827516253,3778.6237655032505,23.737984434703627,31.800825451250496,15.900412725625248,87.77812509913305,1.2000000000000004,1.1514516357760174,0.05071279177289513,0.0,289.92
2286,R,8186.0,5490.842640712252,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.4266,75.65,78.94000244140625,0.1002,-0.027999999999999997,0.8859999999999999,53830000.0,22.93000030517578,60.537482117577426,1.474,247768.0,5.573534645266287,65.31355769817645,71.52888902028401,4096.0,8.0,16.0,2,64.0,2048.0,128.0,32.0,512.0,256,0.0,1024.0,0.4609170964248962,1170.8248691881695,2341.649738376339,389.7812030543139,35.553748847633514,17.776874423816754,161.5759765176411,14.377777777777775,1091.1651484737386,0.15638695639719774,0.0,267.5199999999999
1421,FLR,8186.0,5399.77530455923,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.5824,23.09,23.479999542236328,0.1718,-0.171,0.713,140650000.0,5.96999979019165,16.060071931468492,0.61,1824978.0,4.966506944750926,18.02932692491091,19.92999993430244,4096.0,8.0,16.0,2,64.0,2048.0,128.0,32.0,512.0,256,0.0,1024.0,1.268439568936974,1015.4257778562372,2030.8515557124745,431.80517380884726,39.83191695743986,19.91595847871993,251.1218034252787,4.777777777777779,1392.434208666344,0.1826923071746297,0.0,212.16
849,FBP,8186.0,4636.2283683464475,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.4801,11.26,12.220000267028807,0.0751,0.18600000000000005,0.932,216990000.0,4.4099998474121085,8.70071944915991,0.37799999999999995,2038429.0,4.65380693922497,9.64913464968021,11.061944564183557,4096.0,8.0,16.0,2,64.0,2048.0,128.0,32.0,512.0,256,0.0,1024.0,0.14323372146174845,935.3745764415924,1870.7491528831847,599.7293664046323,29.259134588702725,14.629567294351366,223.24065751288143,2.2,678.487170939099,0.17550856054294106,0.0,282.24
2561,AMAT,8186.0,4573.508384960319,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.7611,133.6,141.52000427246094,0.2511,0.24,0.83,915000000.0,42.27999877929688,88.84352542685093,0.27,15719393.0,3.878868529501812,98.55288490882286,117.91527790493437,4096.0,8.0,16.0,2,64.0,2048.0,128.0,32.0,512.0,256,0.0,1024.0,1.064135021262366,736.9903435524636,1473.9806871049273,804.7289715105302,33.11550295581524,16.55775147790762,223.8178654386092,1.0000000000000002,1032.525381632142,0.12774626665994526,0.0,249.6
1436,FRTA,8186.0,3965.608431951097,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.4237,23.25,23.649999618530273,0.0591,0.046,0.9520000000000001,65810000.0,5.130000114440918,18.147985657342048,3.7489999999999997,341535.0,2.1738148267147834,19.669711589813236,23.010833369361034,4096.0,8.0,16.0,2,64.0,2048.0,128.0,32.0,512.0,256,0.0,1024.0,0.08314922864372927,300.49659563898445,600.9931912779689,695.7516762022702,39.78012955615392,19.89006477807696,171.72675626620634,39.65555555555555,1808.4677273830007,0.12358606423531004,0.0,288.64
2173,CCS,8186.0,3921.3509058489894,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.4299,60.32,64.91000366210939,0.1094,0.24600000000000002,0.922,33350000.0,11.270000457763672,48.30776983027834,0.6729999999999999,945896.0,1.3382517987710958,50.348365380213814,59.31833351982964,4096.0,8.0,16.0,2,64.0,2048.0,128.0,32.0,512.0,256,0.0,1024.0,0.1350903062488103,86.59246048540052,173.18492097080104,729.7354983108372,30.59825531550109,15.299127657750544,86.51071454862362,5.477777777777778,2514.660570552772,0.11648992327583856,0.0,279.04
