,Ticker,N-Value Rating,Lwowski Rating,Primary Passed Tests,Secondary Passed Tests,SMA50_greater_SMA150_rule (1st),SMA150_greater_SMA200_rule (1st),week52_span_rule (1st),rs_value_rule (1st),liquidity_rule (1st),close_above_52weekhigh_rule (1st),prev_close_rule (1st),SMA200_slope_rule (1st),inst_ownership_rule (1st),close_greater_SMA50_rule (1st),sales_QoQ_yearly_rule (1st),eps_QoQ_yearly_rule (2nd),Double Bottom Chart Pattern,Inverse Head and Shoulder Pattern,Multiple Bottom Pattern,Channel Up Pattern,Channel Up Strong Pattern,Wedge Down Pattern,Wedge Down Strong Pattern,Channel Down Strong Pattern,SMA50_greater_SMA150_rule_nvalue,close_greater_SMA50_rule_score,volume,Sales_QoQ_percent,SMA50_percent,liquidity_rule_score,rs_value_rule_score,week52_low,SMA150_value,Shares Outstanding,close_greater_SMA50_rule_nvalue,SMA50_greater_SMA150_rule_score,inst_ownership_rule_nvalue,SMA200_percent,Relative Strength Value,eps_QoQ_yearly_rule_nvalue,Inst. Ownership,prev_close_rule_nvalue,close_above_52weekhigh_rule_score,prev_close_rule_score,SMA150_greater_SMA200_rule_nvalue,close_above_52weekhigh_rule_nvalue,week52_high,SMA200_value,SMA150_greater_SMA200_rule_score,EPS_QoQ_percent,eps_QoQ_yearly_rule_score,SMA50_value,SMA200_slope_rul_nvalue,week52_span_rule_score,rs_value_rule_nvalue,prev_close,SMA200_slope_rul_score,liquidity_rule_nvalue,sales_QoQ_yearly_rule_score,sales_QoQ_yearly_rule_nvalue,week52_span_rule_nvalue,inst_ownership_rule_score
1828,ACGL,8190.0,1713.0571130979267,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,4096.0,0.3665023890082839,2432469.0,0.338,0.1075,344.0425692629116,688.085138525823,22.239999771118164,34.98615393271813,403000000.0,8.0,199.38001455919013,16.0,0.2042,2.3439162861832483,2,0.917,64.0,38.16290345989461,19.081451729947304,2048.0,128.0,39.40999984741211,33.75812955897489,74.50039295075575,0.703,5.81111111111111,36.68916659884982,32.0,64.73669763678299,512.0,38.37,0.042331472501641085,256,1.4079999999999997,4.0,1024.0,277.44
2442,DLB,8190.0,1432.0786514897218,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,4096.0,0.09233304860932612,520919.0,0.336,0.0658,180.18692654796516,360.3738530959303,51.849998474121094,93.20721120100755,100720000.0,8.0,192.76074789289783,16.0,0.2608,1.7038551818279888,2,0.955,64.0,37.178562091503274,18.589281045751637,2048.0,128.0,102.0,86.85726599384554,149.7248115683179,1.7519999999999998,17.466666666666665,97.59361055162218,32.0,184.65577327410512,512.0,98.72,0.0736962579748035,256,1.3760000000000003,4.0,1024.0,289.6
2056,APAM,8190.0,1398.8406522553967,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,4096.0,0.296957307051659,389246.0,0.253,0.0368,79.58274960006673,159.16549920013347,19.59000015258789,49.39836542422954,56970000.0,8.0,74.99181687351215,16.0,0.2098,1.310870115625261,2,0.8390000000000001,64.0,35.610442844168844,17.805221422084422,2048.0,128.0,54.41999816894531,47.26834529080836,92.2875807563935,0.517,3.744444444444445,50.3027778201633,32.0,682.7711390794993,512.0,52.17,0.05680072804198216,256,0.048000000000000036,4.0,1024.0,252.48
1872,FNF,8190.0,1204.762600255124,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,4096.0,0.1329036335526528,1520207.0,0.596,0.044500000000000005,174.64718959274572,349.29437918549144,23.25,38.26432701257559,292000000.0,8.0,185.319150160522,16.0,0.1655,1.6822155843466629,2,0.826,64.0,36.01102437796738,18.00551218898369,2048.0,128.0,42.310001373291016,36.79697840848415,81.6678453273867,1.233,11.7,39.99555566575793,32.0,94.07590725806452,512.0,40.66,0.052688530410004125,256,5.5360000000000005,4.0,1024.0,248.32
2630,IPHI,8190.0,1097.2595232143024,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,4096.0,0.6419617792413526,776231.0,0.8220000000000001,0.0823,26.55389947792457,53.10779895584915,77.68000030517578,160.9316349029541,52650000.0,8.0,107.54173471198798,16.0,0.2943,1.1037261698356429,2,0.918,64.0,40.653157927965566,20.326578963982783,2048.0,128.0,180.5399932861328,149.4684172705781,157.06776146968238,0.221,0.4555555555555557,165.15694427490234,32.0,403.9579227500235,512.0,178.41,0.041151622089436665,256,9.152,4.0,1024.0,277.75999999999993
2534,SWAV,8188.0,3878.4789841321262,11,0,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,4096.0,0.8716812527688085,503167.0,0.5870000000000001,0.1015,283.9507401550087,567.9014803100174,27.25,109.1930770140428,34460000.0,8.0,310.15706825811884,16.0,0.5466,2.1091825787305027,0,0.9975,64.0,28.501510189336802,14.250755094668401,2048.0,128.0,142.0500030517578,100.13143909920893,185.33873692949226,0.064,0.0,117.46138869391548,32.0,2178.7714449541286,512.0,130.26,0.14356698858683198,256,5.392000000000001,4.0,1024.0,303.2
1918,PPBI,8188.0,2624.981762107825,11,0,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,4096.0,0.2468508025453907,431813.0,0.393,0.08460000000000001,171.56665728025615,343.1333145605123,15.84000015258789,35.23586526283851,93660000.0,8.0,802.5401643397371,16.0,0.5156000000000001,1.6701822550010006,0,0.909,64.0,30.92303874603831,15.461519373019154,2048.0,128.0,46.6500015258789,32.125251701409866,198.30308671250907,0.026,0.0,42.13972197638618,32.0,785.4545872095417,512.0,43.44,0.1845430836661868,256,2.288,4.0,1024.0,274.88
1786,WLL,8186.0,79357.52553203405,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,4096.0,0.4154302485397117,735117.0,-0.442,0.2063,144.53922021935713,289.07844043871427,0.2899999916553497,26.68740390814268,38170000.0,8.0,1076.2977918321642,16.0,0.1661,1.5646063289818641,2,0.8859999999999999,64.0,35.60555457614963,17.802777288074815,2048.0,128.0,36.97999954223633,24.376187118694936,194.1801628671774,1.0,9.111111111111112,33.700000074174675,32.0,77322.59438801701,512.0,35.45,0.3806554357703215,256,0.0,0.0,1024.0,267.5199999999999
2381,MNST,8186.0,31524.461750208702,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,4096.0,0.18528490785187726,1751539.0,0.1,0.0259,10371.662534407833,20743.325068815666,53.099998474121094,88.22471156487099,527640000.0,8.0,37.2967751385629,16.0,0.0966,41.5143067750306,2,0.6559999999999999,64.0,35.659616973169044,17.829808486584522,2048.0,128.0,94.98999786376952,86.15151077380284,49.28428047252193,0.196,0.17777777777777795,89.02805561489531,32.0,75.09334019930968,512.0,91.09,0.027263029429402032,256,0.0,0.0,1024.0,193.92
2390,UMBF,8186.0,15158.78777759776,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,4096.0,0.2974871187382859,156910.0,-0.039,0.095,4534.1135496894985,9068.227099378997,42.4900016784668,76.91144253657414,47930000.0,8.0,644.8392166447665,16.0,0.4301,18.711381053474604,2,0.978,64.0,34.36633526873365,17.183167634366825,2048.0,128.0,97.0500030517578,71.02158287103228,169.84178762861202,1.393,13.47777777777778,89.01972240871855,32.0,379.33065473184485,512.0,92.33,0.15070172442777638,256,0.0,0.0,1024.0,296.96
869,CRIS,8186.0,15013.141470954111,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,4096.0,0.5445157011545594,4954177.0,-0.091,0.1313,433.98783506102683,867.9756701220535,0.6299999952316284,7.840769276022911,66030000.0,8.0,1440.6903474119558,16.0,1.5789,2.695264980707136,2,0.7140000000000001,64.0,22.933331084251442,11.466665542125721,2048.0,128.0,12.800000190734865,6.158705069006777,559.3493205747234,0.561,4.233333333333333,10.598611222373117,32.0,11459.047899541765,512.0,11.32,0.4325525817230741,256,0.0,0.0,1024.0,212.48
1162,TCS,8186.0,11202.414013567744,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,4096.0,0.14065129555365888,831992.0,0.205,0.0488,1548.8571112684585,3097.714222536917,1.9900000095367432,12.984999995965225,48570000.0,8.0,1062.2471978869753,16.0,0.7839,7.050223090892416,2,0.875,64.0,19.988184174002942,9.994092087001471,2048.0,128.0,19.190000534057614,11.710143874875074,222.9609955172712,6.966,75.4,16.352499961853027,32.0,4900.792096292353,512.0,16.64,0.31946250920966496,256,0.0,0.0,1024.0,263.99999999999994
1884,CARR,8186.0,10210.038136290423,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,4096.0,0.7321613743955886,4640605.0,0.021,0.0894,2925.093032592777,5850.186065185553,12.890000343322756,38.55173070614155,869280000.0,8.0,13.628184724314995,16.0,0.2471,12.426144658565535,2,0.8590000000000001,64.0,42.102610076588114,21.051305038294057,2048.0,128.0,42.36000061035156,36.848848823163145,94.6434476983583,0.951,8.566666666666666,38.67999977535672,32.0,995.0832957178247,512.0,42.22,0.07136721565343107,256,0.0,0.0,1024.0,258.88
2392,DY,8186.0,9327.770413710836,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,4096.0,0.5299783999150585,409922.0,0.018000000000000002,0.0623,2317.730207167843,4635.460414335686,23.95000076293945,80.55605815007138,31430000.0,8.0,331.77664188094195,16.0,0.401,10.053633621749388,2,0.9905,64.0,29.237549036915727,14.618774518457863,2048.0,128.0,100.77999877929688,75.5964032728895,134.36318063707543,0.321,1.5666666666666669,87.08111148410374,32.0,1561.3540408155075,512.0,92.85,0.17296025182778893,256,0.0,0.0,1024.0,300.95999999999987
2246,BPOP,8186.0,8126.667595905895,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,4096.0,0.19484244718220325,468711.0,-0.07200000000000001,0.08460000000000001,2189.9414933917833,4379.882986783567,31.75,59.46240388430083,83830000.0,8.0,632.7431619986402,16.0,0.4638000000000001,9.554458958561654,2,0.902,64.0,35.238309956204645,17.619154978102323,2048.0,128.0,73.5199966430664,54.19280588712625,199.1433460871469,0.217,0.4111111111111112,68.64805560641818,32.0,398.6987696850394,512.0,70.32,0.1544194671177713,256,0.0,0.0,1024.0,272.64
1275,INFY,8186.0,6458.790588429899,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,4096.0,0.18323396299635888,4204455.0,0.086,0.0495,1812.0500363580386,3624.100072716077,7.559999942779541,17.07567300246312,4240000000.0,8.0,293.883366811498,16.0,0.2733,8.078320454523588,2,0.177,64.0,37.28091115416103,18.640455577080512,2048.0,128.0,19.32999992370605,16.39762588199094,84.6854607319788,0.207,0.3,18.300833225250248,32.0,546.9460374358799,512.0,18.72,0.08101368218766286,256,0.0,0.0,1024.0,40.64
1628,GPS,8186.0,6356.4545285063,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,4096.0,0.7027427234720465,6410600.0,-0.053,0.1711,932.111836671384,1864.223673342768,5.5,23.655769183085518,377000000.0,8.0,644.0334841366544,16.0,0.521,4.641061861997594,2,0.539,64.0,29.595452196382443,14.797726098191216,2048.0,128.0,32.25,22.360863308254768,118.59860664120121,1.72,17.11111111111111,27.37527783711751,32.0,2578.6181818181813,512.0,29.78,0.1817137669540068,256,0.0,0.0,1024.0,156.48000000000005
2540,UHS,8186.0,6119.500982552676,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,4096.0,0.02582215953812577,385992.0,0.066,0.0202,1889.3118827516253,3778.6237655032505,85.37999725341797,132.194710951585,84730000.0,8.0,23.737984434703627,16.0,0.123,8.380124541998537,2,0.956,64.0,31.800825451250496,15.900412725625248,2048.0,128.0,142.4600067138672,126.76165414714129,87.77812509913305,0.28800000000000003,1.2000000000000004,132.96083301968045,32.0,1.1514516357760174,512.0,133.39,0.05071279177289513,256,0.0,0.0,1024.0,289.92
2286,R,8186.0,5490.842640712252,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,4096.0,0.4609170964248962,247768.0,-0.028,0.1002,1170.8248691881695,2341.649738376339,22.93000030517578,65.31355769817645,53830000.0,8.0,389.7812030543139,16.0,0.4266,5.573534645266287,2,0.8859999999999999,64.0,35.553748847633514,17.776874423816754,2048.0,128.0,78.94000244140625,60.537482117577426,161.5759765176411,1.474,14.377777777777776,71.52888902028401,32.0,1091.1651484737386,512.0,75.65,0.15638695639719774,256,0.0,0.0,1024.0,267.5199999999999
1421,FLR,8186.0,5399.77530455923,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,4096.0,1.268439568936974,1824978.0,-0.171,0.1718,1015.4257778562372,2030.8515557124745,5.96999979019165,18.02932692491091,140650000.0,8.0,431.80517380884726,16.0,0.5824,4.966506944750926,2,0.713,64.0,39.83191695743986,19.91595847871993,2048.0,128.0,23.479999542236328,16.060071931468492,251.1218034252787,0.61,4.777777777777779,19.92999993430244,32.0,1392.434208666344,512.0,23.09,0.1826923071746297,256,0.0,0.0,1024.0,212.16
849,FBP,8186.0,4636.2283683464475,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,4096.0,0.14323372146174845,2038429.0,0.18600000000000005,0.0751,935.3745764415924,1870.7491528831847,4.4099998474121085,9.64913464968021,216990000.0,8.0,599.7293664046323,16.0,0.4801,4.65380693922497,2,0.932,64.0,29.259134588702725,14.629567294351366,2048.0,128.0,12.220000267028807,8.70071944915991,223.24065751288143,0.378,2.2,11.061944564183555,32.0,678.487170939099,512.0,11.26,0.17550856054294106,256,0.0,0.0,1024.0,282.24
2561,AMAT,8186.0,4573.508384960319,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,4096.0,1.064135021262366,15719393.0,0.24,0.2511,736.9903435524636,1473.9806871049273,42.27999877929688,98.55288490882286,915000000.0,8.0,804.7289715105302,16.0,0.7611,3.878868529501812,2,0.83,64.0,33.11550295581524,16.55775147790762,2048.0,128.0,141.52000427246094,88.84352542685092,223.8178654386092,0.27,1.0000000000000002,117.91527790493437,32.0,1032.525381632142,512.0,133.6,0.12774626665994526,256,0.0,0.0,1024.0,249.6
1436,FRTA,8186.0,3965.608431951097,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,4096.0,0.08314922864372927,341535.0,0.046,0.0591,300.49659563898445,600.9931912779689,5.130000114440918,19.669711589813236,65810000.0,8.0,695.7516762022702,16.0,0.4237,2.1738148267147834,2,0.952,64.0,39.78012955615392,19.89006477807696,2048.0,128.0,23.649999618530273,18.147985657342048,171.72675626620634,3.749,39.65555555555555,23.010833369361034,32.0,1808.4677273830007,512.0,23.25,0.12358606423531004,256,0.0,0.0,1024.0,288.64
2173,CCS,8186.0,3921.3509058489894,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,4096.0,0.1350903062488103,945896.0,0.246,0.1094,86.59246048540052,173.18492097080104,11.270000457763672,50.348365380213814,33350000.0,8.0,729.7354983108372,16.0,0.4299,1.3382517987710958,2,0.922,64.0,30.59825531550109,15.299127657750544,2048.0,128.0,64.91000366210939,48.307769830278346,86.51071454862362,0.6729999999999999,5.477777777777778,59.31833351982964,32.0,2514.660570552772,512.0,60.32,0.11648992327583857,256,0.0,0.0,1024.0,279.04
1376,APG,8186.0,3658.200948001453,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,4096.0,0.4618029593119079,1655843.0,-0.14300000000000002,0.1272,820.0114055352476,1640.0228110704952,9.09000015258789,17.897788405418392,169000000.0,8.0,378.43487995609115,16.0,0.353,4.203169552872061,2,0.736,64.0,35.39752797849335,17.698763989246675,2048.0,128.0,21.600000381469727,17.061438807480627,100.39270403300043,1.1,10.222222222222225,19.55138884650336,32.0,435.9603973160311,512.0,20.68,0.07843294131346877,256,0.0,0.0,1024.0,219.52
