,Ticker,SMA200_value,SMA150_value,SMA50_value,SMA200_percent,SMA50_percent,EPS_QoQ_percent,Sales_QoQ_percent,prev_close,week52_high,week52_low,Inst. Ownership,Shares Outstanding,volume,Relative Strength Value,rs_value_rule (1st),rs_value_rule_score,rs_value_rule_nvalue,liquidity_rule,liquidity_rule_score,liquidity_rule_nvalue,vol_price_rule (2nd),vol_price_rule_score,vol_price_rule_nvalue,eps_QoQ_yearly_rule (1st),eps_QoQ_yearly_rule_score,eps_QoQ_yearly_rule_nvalue,sales_QoQ_yearly_rule (1st),sales_QoQ_yearly_rule_score,sales_QoQ_yearly_rule_nvalue,shares_outstanding_rule (2nd),shares_outstanding_rule_score,shares_outstanding_rule_nvalue,inst_ownership_rule (2nd),inst_ownership_rule_score,inst_ownership_rule_nvalue,SMA200_slope_rule (1st),SMA200_slope_rul_score,SMA200_slope_rul_nvalue,SMA150_greater_SMA200_rule (1st),SMA150_greater_SMA200_rule_score,SMA150_greater_SMA200_rule_nvalue,SMA50_greater_SMA150_rule (1st),SMA50_greater_SMA150_rule_score,SMA50_greater_SMA150_rule_nvalue,close_greater_SMA50_rule (1st),close_greater_SMA50_rule_score,close_greater_SMA50_rule_nvalue,week52_span_rule (1st),week52_span_rule_score,week52_span_rule_nvalue,close_above_52weekhigh_rule (1st),close_above_52weekhigh_rule_score,close_above_52weekhigh_rule_nvalue,Primary Passed Tests,Secondary Passed Tests,Double Bottom Chart Pattern,Inverse Head and Shoulder Pattern,Multiple Bottom Pattern,Channel Up Pattern,Channel Up Strong Pattern,Wedge Down Pattern,Wedge Down Strong Pattern,Channel Down Strong Pattern,Lwowski Rating,N-Value Rating
1029,BTO,29.657985769587455,32.15798099224384,36.785000483194985,0.41119999999999995,0.0886,0.953,-0.145,38.44,39.09000015258789,16.15999984741211,0.1863,18770000.0,34290.0,-3.7991298348932556,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,1099.3777777777777,256.0,False,0.0,0.0,True,3.9872,16.0,True,16.0,16.0,True,1.0717448564216745,256.0,True,21.57930690142541,256.0,True,36.834308409137535,256.0,True,11.517734694488833,256.0,True,115.5485198101055,256.0,True,79.65754111322732,256.0,7,2,False,False,False,False,False,False,False,False,1385.5741335625842,1824.0
495,WES,13.612446074863131,15.410384664168724,18.0813889503479,0.5432,0.10550000000000001,0.004,-0.105,18.59,20.100000381469727,3.069999933242798,0.376,415450000.0,998799.0,-0.6252022004292048,False,0.0,0.0,True,416.05176330987643,256,True,3.805518304,16.0,False,15.644444444444444,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,1.5221318979268432,256.0,True,33.81260622307808,256.0,True,44.371189439011566,256.0,True,7.201019184338282,256.0,True,749.6547640809279,256.0,True,59.69087294727142,256.0,6,1,False,False,False,False,False,False,False,False,1331.754309830875,1824.0
1645,PAYX,89.32798564005242,92.23586551959698,94.12305577596028,0.1672,0.0672,0.049,-0.006999999999999999,98.02,100.81999969482422,59.54999923706055,0.721,360000000.0,2234663.0,-2.8447423185303435,False,0.0,0.0,True,984.254033543768,256,True,217.64444507733333,16.0,False,11.644444444444446,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.4388188587687379,256.0,True,8.333527772170328,256.0,True,5.237883364647967,256.0,True,10.599079185537512,256.0,True,4.049574332948447,256.0,True,75.85373372948874,256.0,6,1,False,False,False,False,False,False,False,False,1318.0555403091073,1824.0
798,SLB,22.058633070197896,24.052019155942478,27.888888941870796,0.33409999999999995,0.0535,0.11699999999999999,-0.32799999999999996,27.19,29.950000762939453,12.59000015258789,0.775,1390000000.0,10458127.0,2.5414284238705744,True,394.60567651086706,256.0,True,394.60567651086706,256,True,287.31357133866663,16.0,False,5.6000000000000005,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.8214621684486212,256.0,True,23.134109730491787,256.0,True,40.83809591324768,256.0,False,0.0,0.0,True,109.3947626237239,256.0,True,53.87823361986657,256.0,6,1,False,False,False,False,False,False,False,False,1310.191588416179,1824.0
1589,PNFP,62.502230253151,70.31471168077908,85.53888893127441,0.6227,0.1101,0.126,-0.043,88.66,93.58000183105469,33.2400016784668,0.815,75250000.0,301351.0,-2.4946119828273607,False,0.0,0.0,True,894.6206676038043,256,True,12.498964970666666,16.0,False,4.8,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,1.5559503797168466,256.0,True,31.998782081411598,256.0,True,55.42779431167287,256.0,True,9.340832498253553,256.0,True,176.4274234487042,256.0,True,67.38761210934953,256.0,6,1,False,False,False,False,False,False,False,False,1254.0580274035797,1824.0
606,OMP,12.844856111265772,14.593124981109913,18.88902775446574,0.8961,0.2507,0.44799999999999995,-0.24600000000000002,22.36,22.360000610351562,4.170000076293945,0.1,20050000.0,158914.0,-1.3543816915125237,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,381.1555555555555,256.0,False,0.0,0.0,True,3.168,16.0,True,16.0,16.0,True,1.6927663574874512,256.0,True,34.84327319848789,256.0,True,75.3609053168986,256.0,True,47.04153683329176,256.0,True,567.6201512980261,256.0,True,85.33332401610042,256.0,7,2,False,False,False,False,False,False,False,False,1212.2155125758477,1824.0
1602,WLK,79.18755417418994,83.29932697002704,88.98583348592122,0.267,0.0556,0.5720000000000001,0.044000000000000004,88.79,95.16000366210938,35.119998931884766,0.267,127780000.0,588524.0,0.13708161092581606,False,0.0,0.0,True,220.9071076029911,256,True,39.738715690666666,16.0,True,557.5111111111112,256.0,False,0.0,0.0,False,0.0,0.0,True,16.0,16.0,True,0.895543315419515,256.0,True,13.292667600502574,256.0,True,17.47607959176813,256.0,False,0.0,0.0,True,160.18955031430522,256.0,True,62.4845050477257,256.0,6,2,False,False,False,False,False,False,False,False,1088.4952802744901,1824.0
1244,FORM,39.21323744684672,43.383173117270836,45.48888895246718,0.3834,0.0967,0.013999999999999999,0.10300000000000001,45.11,50.91999816894531,17.760000228881836,0.9359999999999999,77420000.0,678497.0,2.5293002051732927,True,391.5008525243629,256.0,True,391.5008525243629,256,True,16.647466314666666,16.0,False,14.755555555555555,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.6681026239986759,256.0,True,27.22304000213111,256.0,True,12.425629917689507,256.0,False,0.0,0.0,True,184.3891676775292,256.0,True,46.38702318055465,256.0,6,1,False,False,False,False,False,False,False,False,1085.4976903208515,1824.0
1390,BNS,51.58640303028573,54.80663475623498,60.66750028398302,0.2961,0.0708,0.016,-0.209,62.55,63.70000076293945,35.439998626708984,0.655,1210000000.0,2939211.0,-1.8409084082818779,False,0.0,0.0,True,727.2725525201607,256,True,180.10415791999998,16.0,False,14.577777777777776,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.7695700867049398,256.0,True,15.980554437164859,256.0,True,27.37591136140337,256.0,True,7.943625912465357,256.0,True,20.081278113076717,256.0,True,79.17111058531766,256.0,6,1,False,False,False,False,False,False,False,False,1073.2765387140712,1824.0
582,TPH,18.54705036629876,18.776538427059467,19.839722209506565,0.1898,0.0553,0.08800000000000001,-0.071,20.36,22.059999465942383,7.590000152587891,0.0,123910000.0,901255.0,-2.052078292539784,False,0.0,0.0,True,781.3320428901847,256,True,3.572855253333334,16.0,False,8.177777777777777,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.2612038569604105,256.0,True,3.1675626255640164,256.0,True,14.49548591524287,256.0,True,6.713355810118059,256.0,True,190.43160077057888,256.0,True,59.02932161878854,256.0,6,1,False,False,False,False,False,False,False,False,1067.1812065185484,1824.0
715,FMAO,22.98510790214264,23.814711515720074,24.72611093521118,0.1184,0.026699999999999998,0.43,0.057999999999999996,25.14,27.850000381469727,18.780000686645508,0.19699999999999998,11090000.0,11520.0,3.3041510101517515,True,589.8626585988484,256.0,False,0.0,0,False,0.0,0.0,True,355.55555555555554,256.0,False,0.0,0.0,True,8.9024,16.0,True,16.0,16.0,True,0.46366291697462814,256.0,True,9.239831545712482,256.0,True,9.797231901621416,256.0,True,4.2851704768116905,256.0,False,0.0,0.0,True,52.11920583345964,256.0,7,2,False,False,False,False,False,False,False,False,1046.2257168289839,1824.0
1624,LAMR,80.01050348076032,84.36471139467679,91.4658334520128,0.25489999999999996,0.0673,0.054000000000000006,-0.07400000000000001,93.92,99.62999725341797,38.06999969482422,0.925,100860000.0,431152.0,-1.7115659710700508,False,0.0,0.0,True,694.160888593933,256,True,27.193382229333338,16.0,False,11.200000000000001,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.643771413317465,256.0,True,13.931636191124033,256.0,True,21.5479578679946,256.0,True,6.86886690443094,256.0,True,145.9744602258437,256.0,True,65.77082756636194,256.0,6,1,False,False,False,False,False,False,False,False,987.2917909923391,1824.0
205,AMX,13.547769793503576,13.875384615017818,13.432499991522896,0.027999999999999997,0.011200000000000002,0.43700000000000006,0.047,13.58,15.069999694824219,10.569999694824219,0.106,3320000000.0,1242442.0,2.0537180589022417,True,269.75182307897387,256.0,True,269.75182307897387,256,True,1.9971865173333327,16.0,True,365.51111111111123,256.0,False,0.0,0.0,False,0.0,0.0,True,16.0,16.0,True,0.13162471724592653,256.0,True,6.1906421194035195,256.0,False,0.0,0.0,True,2.8110926628675696,256.0,False,0.0,0.0,True,51.58505378461684,256.0,6,2,False,False,False,False,False,False,False,False,983.7303570705262,1824.0
1908,SBNY,144.302446049752,164.29028841165396,223.3905554877387,0.7148,0.0823,0.179,0.015,226.1,245.9499969482422,71.97000122070312,0.956,52670000.0,300511.0,-0.6373860230320989,False,0.0,0.0,True,419.1708218962173,256,True,56.475239573333326,16.0,False,0.08888888888888898,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,1.8387331571484058,256.0,True,35.459465759040015,256.0,True,92.09106951938658,256.0,True,3.1049557740902785,256.0,True,268.91203126981026,256.0,True,57.78519058452154,256.0,6,1,False,False,False,False,False,False,False,False,934.9263964224366,1824.0
1621,MTZ,68.05201454985914,75.65355792412392,90.08666695488824,0.5738,0.08470000000000001,0.161,-0.042,93.7,98.93000030517578,28.90999984741211,0.866,72280000.0,853239.0,-0.6003010519652617,False,0.0,0.0,True,409.67706930310703,256,True,69.27839392,16.0,False,1.688888888888888,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,1.5325455409399489,256.0,True,28.595701636224543,256.0,True,48.8394202898086,256.0,True,10.268037333558132,256.0,True,269.619098134836,256.0,True,67.28851950544332,256.0,6,1,False,False,False,False,False,False,False,False,906.7876745528065,1824.0
666,BDL,20.15000007135405,21.256538574512188,24.565833462609184,0.32020000000000004,0.012199999999999999,0.579,0.016,23.75,26.5,10.859999656677246,0.179,1860000.0,449.0,1.316625308749441,True,81.05607903985691,256.0,False,0.0,0,False,0.0,0.0,True,567.4666666666666,256.0,False,0.0,0.0,True,14.8096,16.0,True,16.0,16.0,True,0.6888862831042504,256.0,True,14.058255871234232,256.0,True,39.85500689038092,256.0,False,0.0,0.0,True,118.80664168320888,256.0,True,49.911949685534594,256.0,7,2,False,False,False,False,False,False,False,False,902.6530861199864,1824.0
1702,ICE,107.71028779393477,110.38769245147705,112.82444445292155,0.0932,0.011399999999999999,0.17,0.287,111.68,117.86000061035156,79.30999755859375,0.912,561000000.0,1876050.0,2.120603935119974,True,286.8746073907133,256.0,True,286.8746073907133,256,True,207.4850816,16.0,False,0.8888888888888873,16.0,True,37.88799999999998,256.0,False,0.0,0.0,False,0.0,0.0,True,0.3003491515477366,256.0,True,6.36351091775117,256.0,True,5.65106941286955,256.0,False,0.0,0.0,False,0.0,0.0,True,67.43548675765581,256.0,6,1,False,False,False,False,False,False,False,False,899.7616015101397,1824.0
1944,NSC,238.2517984513756,246.0672114445613,259.12666575113934,0.2115,0.0666,0.035,-0.043,268.52,272.9100036621094,140.00999450683594,0.762,253300000.0,887852.0,-0.8738042383074662,False,0.0,0.0,True,479.69388500671135,256,True,238.29975364266664,16.0,False,12.88888888888889,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.5167192855599785,256.0,True,8.397610172348262,256.0,True,13.586614335397549,256.0,True,9.279992704485878,256.0,True,43.39988720200486,256.0,True,79.84267867346026,256.0,6,1,False,False,False,False,False,False,False,False,885.9060299115235,1824.0
535,FEYE,17.588776986375986,19.021442321630623,20.103888935512966,0.2189,-0.0296,0.158,0.053,19.57,24.040000915527344,9.319999694824219,0.9209999999999999,229250000.0,2610353.0,2.2407126813216425,True,317.6224464183405,256.0,True,317.6224464183405,256,True,38.49024875733333,16.0,False,1.9555555555555548,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.5616941686337534,256.0,True,20.852065274878168,256.0,True,14.568103115859028,256.0,False,0.0,0.0,True,140.19573621613125,256.0,True,21.865768674693193,256.0,6,1,False,False,False,False,False,False,False,False,873.7340645997652,1824.0
1946,ACN,247.35345316276275,254.1842305110051,261.6599989997016,0.1585,0.0768,0.151,0.085,276.25,280.7699890136719,152.14999389648438,0.735,635990000.0,1729861.0,0.25165003055883317,False,0.0,0.0,True,191.5775921769387,256,True,493.73237466666666,16.0,False,2.5777777777777775,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.2603023227144945,256.0,True,7.069555645133368,256.0,True,7.529171771430743,256.0,True,14.274402928820045,256.0,True,27.44575775560704,256.0,True,79.83836244243965,256.0,6,1,False,False,False,False,False,False,False,False,824.3052974875284,1824.0
1157,CFG,35.4441006749654,38.34326918308552,43.7119443681505,0.39390000000000003,0.0675,0.012,-0.168,44.15,46.380001068115234,16.940000534057617,0.9640000000000001,427070000.0,5725139.0,0.015629201537461376,False,0.0,0.0,True,251.99892440640988,256,True,253.61587930666667,16.0,False,14.933333333333332,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,1.085821840824015,256.0,True,20.939652126735055,256.0,True,35.844122753698834,256.0,True,2.565482807376137,256.0,True,164.54120067705244,256.0,True,68.92165415293009,256.0,6,1,False,False,False,False,False,False,False,False,814.4460714050264,1824.0
894,MDU,26.256474844843364,27.27221155166626,29.89500003390842,0.2713,0.096,0.11699999999999999,0.015,31.61,32.119998931884766,19.239999771118164,0.7170000000000001,200520000.0,1266444.0,-1.4308414356217656,False,0.0,0.0,True,622.2954075191719,256,True,26.701114495999995,16.0,False,5.6000000000000005,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.68340512834821,256.0,True,9.90340853001939,256.0,True,24.61970677302737,256.0,True,14.686067597306,256.0,True,0.4257741491009339,256.0,True,79.91366828957575,256.0,6,1,False,False,False,False,False,False,False,False,784.8285524825495,1824.0
1321,HTHT,48.83604310399337,50.947596109830414,57.19138887193468,0.2505,0.031400000000000004,0.158,0.055,54.9,61.91999816894531,28.1299991607666,0.47700000000000004,309750000.0,1296030.0,2.0715243579424265,True,274.3102356332612,256.0,True,274.3102356332612,256,True,59.8955168,16.0,False,1.9555555555555548,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.7887248088773319,256.0,True,11.068824072073147,256.0,True,31.373628377929997,256.0,False,0.0,0.0,True,82.10565241733224,256.0,True,46.63566786405778,256.0,6,1,False,False,False,False,False,False,False,False,782.4440411623484,1824.0
341,FDUS,12.763093529845314,13.643942301089947,14.95750003390842,0.34659999999999996,0.08960000000000001,0.47600000000000003,0.21100000000000002,15.55,15.699999809265137,5.360000133514404,0.253,24440000.0,84508.0,-1.7315710153781423,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,420.9777777777779,256.0,False,0.0,0.0,True,0.3584,16.0,True,16.0,16.0,True,0.9075349427707415,256.0,True,17.66791764953547,256.0,True,24.646159605546433,256.0,True,10.140731470873364,256.0,True,193.91043108835854,256.0,True,82.07219094366157,256.0,7,2,False,False,False,False,False,False,False,False,766.681143478524,1824.0
1829,TT,144.02295009695368,150.19384662921613,159.4636107550727,0.25120000000000003,0.0621,0.154,-0.001,165.56,168.08999633789062,76.6500015258789,0.831,240400000.0,958507.0,-0.5667890408953703,False,0.0,0.0,True,401.09799446921477,256,True,153.26978018133335,16.0,False,2.311111111111111,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.6289988113523817,256.0,True,10.968734574564174,256.0,True,15.79997895704515,256.0,True,9.787033162685013,256.0,True,80.83787245304886,256.0,True,80.19577546464613,256.0,6,1,False,False,False,False,False,False,False,False,754.8972791850009,1824.0
1063,GAM,36.63136689439952,37.41874999266405,38.835277769300674,0.1679,0.0416,0.39399999999999996,-0.293,39.84,40.09000015258789,25.979999542236328,0.2894,24600000.0,55423.0,2.0852955207459054,True,277.8356533109518,256.0,False,0.0,0,False,0.0,0.0,True,304.3555555555555,256.0,False,0.0,0.0,True,0.256,16.0,True,16.0,16.0,True,0.27072028578462837,256.0,True,5.502663161241099,256.0,True,9.691160471423297,256.0,True,6.6230732940026025,256.0,False,0.0,0.0,True,83.20478793318678,256.0,7,2,False,False,False,False,False,False,False,False,703.7396140121457,1824.0
2027,AZO,1197.3566912095323,1206.945095355694,1260.0763821072048,0.19399999999999998,0.1463,0.205,0.158,1404.3,1432.280029296875,776.8599853515625,0.948,22650000.0,164540.0,-0.10514769656278569,False,0.0,0.0,True,282.91781032007316,256,True,230.4677568,16.0,True,35.55555555555555,256.0,False,0.0,0.0,True,1.504,16.0,False,0.0,0.0,False,0.0,0.0,True,2.0500419627987605,256.0,True,11.26945166000138,256.0,True,29.300800098175607,256.0,True,27.18901301170939,256.0,True,78.66528206450768,256.0,6,2,False,False,False,False,False,False,False,False,698.9197114728217,1824.0
1421,TD,54.952949633701245,57.91923075455885,63.26222218407525,0.2591,0.0666,0.098,-0.268,65.21,66.30999755859375,38.470001220703125,0.667,1810000000.0,1249785.0,-0.82211653106777,False,0.0,0.0,True,466.46183195334913,256,True,70.93171183999999,16.0,False,7.288888888888888,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.6678655005026077,256.0,True,13.818511508504118,256.0,True,23.615745377428663,256.0,True,7.881972900443785,256.0,True,8.75735122978617,256.0,True,79.67105242310465,256.0,6,1,False,False,False,False,False,False,False,False,679.094931622008,1824.0
1952,WAT,244.6192085760103,257.6663463299091,275.4094450208876,0.22519999999999998,0.0342,0.114,0.098,284.17,291.30999755859375,174.75999450683594,0.915,62200000.0,269222.0,-0.8705805684687844,False,0.0,0.0,True,478.8686255280088,256,True,65.60513678933334,16.0,False,5.866666666666666,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.39606806963712227,256.0,True,13.654149583924612,256.0,True,17.62835282755448,256.0,True,8.143155999906591,256.0,True,0.03809242080137284,256.0,True,76.96726561478049,256.0,6,1,False,False,False,False,False,False,False,False,667.1675135006135,1824.0
378,SSBI,13.680143905200547,14.472115388283363,16.039722283681233,0.31379999999999997,0.036000000000000004,0.445,0.21100000000000002,16.32,17.0,6.590000152587891,0.14,6070000.0,2395.0,-2.080032873904214,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,376.8888888888889,256.0,False,0.0,0.0,True,12.1152,16.0,True,16.0,16.0,True,0.7946224789738645,256.0,True,14.820363080546768,256.0,True,27.72969634741534,256.0,True,4.473337761627201,256.0,True,140.23671313187796,256.0,True,71.68,256.0,7,2,False,False,False,False,False,False,False,False,664.73882168933,1824.0
1992,EPAM,347.3151804972038,352.76134637685925,375.3030556572808,0.2212,0.07690000000000001,0.132,0.14300000000000002,396.69,400.2699890136719,161.57000732421875,0.973,56030000.0,238272.0,-0.22321001333449364,False,0.0,0.0,True,313.1417634136304,256,True,84.821460992,16.0,False,4.266666666666666,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.35890872694021525,256.0,True,4.014274478863491,256.0,True,16.358588136306285,256.0,True,14.588364440964801,256.0,True,124.52526784334776,256.0,True,82.2804699739182,256.0,6,1,False,False,False,False,False,False,False,False,644.355764672638,1824.0
1638,CSX,87.89841752086612,91.00336559002216,92.65194447835286,0.1723,0.0663,0.001,-0.021,96.42,97.66000366210938,54.849998474121094,0.768,763000000.0,2665449.0,0.05291828641395241,False,0.0,0.0,True,242.4529186780282,256,True,258.136098752,16.0,False,15.911111111111111,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.46376632662956657,256.0,True,9.04301497254206,256.0,True,4.637588870217931,256.0,True,10.411246293563131,256.0,True,17.483627708348198,256.0,True,80.99937298660083,256.0,6,1,False,False,False,False,False,False,False,False,639.538745699041,1824.0
689,CTRE,21.02115105553497,21.993173067386333,23.150138907962376,0.2071,0.051399999999999994,0.018000000000000002,-0.002,23.28,24.799999237060547,13.039999961853027,0.915,95220000.0,700756.0,2.843471913965983,True,471.92880997529164,256.0,False,0.0,0,True,1.4011729920000016,16.0,False,14.399999999999999,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.481532674033999,256.0,True,11.837488555053666,256.0,True,13.46705426633853,256.0,True,1.4360362887584175,256.0,True,36.12269125430186,256.0,True,64.41291308288923,256.0,7,1,False,False,False,False,False,False,False,False,615.4876990886672,1824.0
1035,UBSI,31.484172724991392,34.047211573674126,38.30555566151937,0.294,0.0501,0.14400000000000002,0.136,38.58,40.7400016784668,20.860000610351562,0.6559999999999999,129440000.0,410259.0,2.604156757830989,True,410.66413000473324,256.0,False,0.0,0,True,0.8829783679999987,16.0,False,3.199999999999998,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.7898314003248337,256.0,True,20.840247288503566,256.0,True,32.018366148119284,256.0,True,1.8341399684124537,256.0,True,43.98389619927422,256.0,True,67.23611824886862,256.0,7,1,False,False,False,False,False,False,False,False,581.4497076262362,1824.0
1823,ZBH,151.01899291113983,154.64076966505783,160.04861195882162,0.1033,0.0024,0.042,-0.019,160.08,164.5,89.62999725341797,0.9179999999999999,207600000.0,786168.0,-0.07503277722998178,False,0.0,0.0,True,275.2083909708753,256,True,118.23975833600001,16.0,False,12.266666666666666,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.31085988072626985,256.0,True,6.139458561669532,256.0,True,8.952410352082898,256.0,True,0.05020561217822263,256.0,True,25.905620598872165,256.0,True,76.16194528875383,256.0,6,1,False,False,False,False,False,False,False,False,523.2353162678249,1824.0
1491,NGVT,67.35359740771835,71.29826952860905,73.17777824401855,0.18460000000000001,0.047400000000000005,0.057,0.073,75.53,79.62000274658203,34.65999984741211,0.8859999999999999,41120000.0,283056.0,-0.15696260896046918,False,0.0,0.0,True,296.1824278938801,256,True,6.8045009919999995,16.0,False,10.933333333333334,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.5082571827062579,256.0,True,14.99305310798882,256.0,True,6.748469974460806,256.0,True,8.228847390300084,256.0,True,96.84571482155174,256.0,True,67.79936922036094,256.0,6,1,False,False,False,False,False,False,False,False,509.0439739165821,1824.0
1014,GNTY,30.40978426212887,31.7558654821836,33.18333334392972,0.39409999999999995,0.1607,0.409,0.019,36.75,37.59000015258789,21.40999984741211,0.214,12060000.0,59384.0,0.4754169878648198,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,325.68888888888887,256.0,False,0.0,0.0,True,8.2816,16.0,True,16.0,16.0,True,0.4342295177678209,256.0,True,11.331773660859488,256.0,True,11.50753623175626,256.0,True,27.51582110484452,256.0,True,13.678844679459415,256.0,True,77.70577145731684,256.0,7,2,False,False,False,False,False,False,False,False,492.1444655408932,1824.0
770,HOMB,20.529280621370823,22.015961564504185,25.99277793036567,0.4131,0.0922,0.127,-0.054000000000000006,27.05,28.329999923706055,11.210000038146973,0.7,165120000.0,742972.0,1.6677089439945143,True,170.93348966259566,256.0,False,0.0,0,True,5.437218773333335,16.0,False,4.71111111111111,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,1.0582090446588375,256.0,True,18.53890199376733,256.0,True,46.2421314952667,256.0,True,10.412463437015228,256.0,True,132.1791234142187,256.0,True,69.91128455812652,256.0,7,1,False,False,False,False,False,False,False,False,459.4239334900935,1824.0
1630,BMI,87.66784176723563,93.75644236344557,101.21472252739801,0.1973,-0.047,0.066,0.044000000000000004,93.07,109.55000305175781,47.56999969482422,0.9440000000000001,29060000.0,173533.0,1.5314792111250914,True,136.0586780480234,256.0,True,136.0586780480234,256,True,1.2274307306666652,16.0,False,10.133333333333333,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.824148541899614,256.0,True,17.779401445380127,256.0,True,20.364677603384013,256.0,False,0.0,0.0,True,97.72883280848167,256.0,True,33.98532586370011,256.0,6,1,False,False,False,False,False,False,False,False,454.16050642289235,1824.0
836,UNB,25.608561056123364,26.818653766925518,28.512777752346462,0.2691,0.0602,0.366,0.011000000000000001,30.0,30.34000015258789,17.079999923706055,0.12300000000000001,4480000.0,9029.0,-29.851186354183934,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,264.53333333333336,256.0,False,0.0,0.0,True,13.1328,16.0,True,16.0,16.0,True,0.8430870599254168,256.0,True,12.096881714143713,256.0,True,16.171420983204722,256.0,True,13.35292193227205,256.0,True,16.84684099848138,256.0,True,81.50823824984607,256.0,7,2,False,False,False,False,False,False,False,False,434.4855242712067,1824.0
1904,ITW,205.07259012126235,207.32038497924805,211.58222198486328,0.11289999999999999,0.0649,0.015,0.002,221.52,227.61000061035156,137.27000427246094,0.797,316900000.0,953028.0,1.028624478216161,True,7.327866423337241,256.0,True,7.327866423337241,256,True,209.189080064,16.0,False,14.666666666666666,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.24965311589851366,256.0,True,2.806008756724021,256.0,True,5.262532546168616,256.0,True,12.024030885057096,256.0,False,0.0,0.0,True,76.20051753983084,256.0,6,1,False,False,False,False,False,False,False,False,335.05422242102026,1824.0
123,SLGL,9.329482020234032,9.8714903822312,10.850694444444445,0.38549999999999995,0.1603,0.198,-0.475,12.38,15.489999771118164,6.150000095367432,0.177,23010000.0,29105.0,-1.0541910194899033,False,0.0,0.0,False,0.0,0,False,0.0,0.0,True,25.600000000000023,256.0,False,0.0,0.0,True,1.2736,16.0,True,16.0,16.0,True,0.9039710738095271,256.0,True,14.872652133349005,256.0,True,25.393960812423124,256.0,True,36.080844800000015,256.0,True,130.87218340629977,256.0,True,16.80224203396675,256.0,7,2,False,False,False,False,False,False,False,False,267.79945425984823,1824.0
1257,SLF,45.63035970454593,47.11375001760629,50.25527784559462,0.16690000000000002,0.0329,0.042,0.02,50.55,51.72999954223633,30.0,0.544,585000000.0,379293.0,0.8017662233947694,False,0.0,0.0,True,50.74784681093902,256,True,4.451478559999998,16.0,False,12.266666666666666,16.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,0.47455571340023356,256.0,True,8.322264444161727,256.0,True,17.069987501832745,256.0,True,1.5013123946819547,256.0,True,8.85759765625,256.0,True,77.54726759493178,256.0,6,1,False,False,False,False,False,False,False,False,181.23897734286413,1824.0
1503,SAGE,76.07827341642312,80.02673075749324,78.58472230699327,0.1463,-0.04,6.332999999999999,564.911,74.85,96.76000213623047,25.950000762939453,0.937,52120000.0,308426.0,1.2599319265046314,True,66.54257318518563,256.0,True,66.54257318518563,256,True,8.624731839999997,16.0,True,8750.933333333332,256.0,True,578212.864,256.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,13.286383009524872,256.0,False,0.0,0.0,False,0.0,0.0,True,316.72970678870564,256.0,True,8.042987142861966,256.0,6,1,False,False,False,False,False,False,False,False,587443.5662884846,1808.0
