,Ticker,N-Value Rating,Lwowski Rating,Primary Passed Tests,Secondary Passed Tests,SMA50_greater_SMA150_rule (1st),SMA150_greater_SMA200_rule (1st),week52_span_rule (1st),rs_value_rule (1st),liquidity_rule (1st),close_above_52weekhigh_rule (1st),prev_close_rule (1st),SMA200_slope_rule (1st),inst_ownership_rule (1st),close_greater_SMA50_rule (1st),sales_QoQ_yearly_rule (1st),eps_QoQ_yearly_rule (2nd),Double Bottom Chart Pattern,Inverse Head and Shoulder Pattern,Multiple Bottom Pattern,Channel Up Pattern,Channel Up Strong Pattern,Wedge Down Pattern,Wedge Down Strong Pattern,Channel Down Strong Pattern,Shares Outstanding,SMA200_percent,SMA200_value,SMA150_value,volume,EPS_QoQ_percent,SMA50_percent,Inst. Ownership,week52_low,prev_close,Relative Strength Value,Sales_QoQ_percent,week52_high,SMA50_value,SMA50_greater_SMA150_rule_nvalue,SMA150_greater_SMA200_rule_nvalue,week52_span_rule_nvalue,rs_value_rule_nvalue,liquidity_rule_nvalue,close_above_52weekhigh_rule_nvalue,prev_close_rule_nvalue,SMA200_slope_rul_nvalue,inst_ownership_rule_nvalue,close_greater_SMA50_rule_nvalue,sales_QoQ_yearly_rule_nvalue,eps_QoQ_yearly_rule_nvalue,SMA50_greater_SMA150_rule_score,SMA150_greater_SMA200_rule_score,week52_span_rule_score,rs_value_rule_score,liquidity_rule_score,close_above_52weekhigh_rule_score,prev_close_rule_score,SMA200_slope_rul_score,inst_ownership_rule_score,close_greater_SMA50_rule_score,sales_QoQ_yearly_rule_score,eps_QoQ_yearly_rule_score
2257,YETI,8190.0,3982.247245205125,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,87110000.0,0.2523,63.748540140416495,68.88574264073137,723124.0,12.158,0.0306,0.988,18.799999237060547,73.78,3.203524086876405,0.263,78.04000091552734,70.81235279756434,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,114.55774300851894,165.03892791067298,1526.413750442089,1128.2043324807194,564.1021662403597,33.35041669587325,16.675208347936625,0.1125423184416474,300.16,0.33526887162407426,0.20800000000000016,133.0888888888889
2142,LPX,8190.0,3477.103806716103,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,108000000.0,0.6629,38.88642330587345,41.88821775606363,1815553.0,6.374,0.2637,0.959,15.880000114440918,56.83,1.9717854689439767,0.601,59.61999893188477,50.80088222728056,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,871.5165177639954,158.09309551647405,1282.7082543934628,497.55416009931633,248.77708004965814,34.68008789714436,17.34004394857218,0.166893948283783,290.88,0.9494508769742184,5.6160000000000005,68.82222222222222
2165,ICHR,8190.0,3371.3583030276777,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,28060000.0,0.9372,34.62032849945291,38.5309405940594,677252.0,0.506,0.4051,0.852,19.899999618530273,58.73,2.374158934959637,0.294,62.18000030517578,46.771176394294294,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,875.971500238067,231.33615181845173,895.7684884338472,703.5693746993339,351.78468734966697,33.19738314795425,16.598691573977128,0.12030038984031265,256.64,2.045503154316998,0.7039999999999997,3.622222222222223
2807,UHAL,8190.0,2845.8922210642004,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,19610000.0,0.4911,458.42671437507136,493.008117373627,31662.0,4.916,0.1301,0.368,252.5399932861328,614.25,2.5951111964246447,0.261,621.2899780273438,584.7967619054458,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,762.5965471018872,154.49080762578984,487.52519461542494,816.6969325694182,408.34846628470916,40.73280385570007,20.366401927850035,0.1739255563982531,101.76,0.4029193048003424,0.17600000000000016,52.62222222222224
2435,FND,8190.0,2359.721883838015,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,103840000.0,0.2158,89.11576637212376,93.23306939153387,750172.0,0.591,0.0264,0.972,31.020000457763672,98.89,1.9710482439702544,0.373,105.29000091552734,95.68000008078181,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,107.50078452388391,94.62115321480948,1061.4344167589904,497.1767009127704,248.5883504563852,32.29277728097869,16.146388640489345,0.11825074119267608,295.04,0.26839464184849504,1.9680000000000002,4.566666666666666
2399,MU,8190.0,2312.6489431736786,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,1120000000.0,0.4717,70.92613161741382,78.18029736056188,18024183.0,0.483,0.08529999999999999,0.858,41.40999984741211,92.41,2.0979725732678007,0.3,94.76000213623048,88.8135295194738,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,557.0932881213881,209.46484889526425,381.95376785876647,562.161957513114,281.080978756557,38.4342160312877,19.21710801564385,0.1921543233037432,258.55999999999995,0.3239569916867325,0.7999999999999998,3.3666666666666667
2243,ONTO,8190.0,2171.9433618738435,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,48930000.0,0.6376,48.409342995525286,54.178316815064676,329089.0,2.975,0.1679,0.977,28.32999992370605,69.92,1.4487503948467324,0.581,71.63999938964844,62.92999996858485,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,661.6465092332121,244.06153133515582,529.6751056666433,229.760202161527,114.8801010807635,38.569143425447656,19.284571712723828,0.18603531032729587,296.64,0.8886063924874775,5.2959999999999985,31.055555555555557
2405,ENSG,8190.0,2041.7371745826792,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,53840000.0,0.4197,74.50364969072552,80.39485149572391,231536.0,4.357,0.0923,0.858,33.779998779296875,93.75,1.5593219311724686,1.021,96.12999725341795,87.26647029203528,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,350.0989188491548,161.94080889622037,724.4390896040575,286.37282876030395,143.18641438015197,38.441282192287886,19.22064109614395,0.13571352385722696,258.55999999999995,0.5943661693906261,12.336,46.41111111111112
2464,CINF,8190.0,1990.278568501562,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,160900000.0,0.2697,87.107591280972,90.6786139459893,395057.0,0.7070000000000001,0.08439999999999999,0.716,48.540000915527344,104.14,1.9599845163806169,0.252,108.93000030517578,102.68470651963177,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,542.3214255450641,83.95886409446669,354.79256129331907,491.5120723868757,245.75603619343784,35.16190780201601,17.580953901008005,0.07381216009014592,213.12,0.11337956972901285,0.03200000000000003,5.855555555555558
2093,PCH,8190.0,1932.306296292205,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,67160000.0,0.2014,48.22985380409408,49.85851472911269,340397.0,7.7429999999999986,0.0709,0.8740000000000001,27.770000457763672,54.54,2.334923263269081,0.6579999999999999,55.61000061035156,52.510882433723005,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,217.8985510721648,69.15835963315668,206.34871486464007,683.4807107937697,341.74035539688487,39.382842974961704,19.691421487480852,0.05487194740580505,263.68,0.3091347884070419,6.527999999999999,84.03333333333333
1831,ACGL,8190.0,1705.0005029347062,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,403000000.0,0.2094,33.86905113275904,35.158514929289865,1083474.0,0.703,0.1107,0.8320000000000001,22.239999771118164,39.41,2.3439162861832483,0.338,39.61999893188477,36.906764535342944,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,203.6727205570297,77.9715335083851,70.53811125314266,688.085138525823,344.0425692629116,41.76207760370505,20.881038801852526,0.04559490613051791,250.24,0.5426074046149203,1.4079999999999997,5.81111111111111
2452,DLB,8190.0,1406.2193806266675,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,100720000.0,0.2736,87.43773706812057,93.78257396433615,258223.0,1.7519999999999998,0.0774,0.955,53.61000061035156,102.0,1.7038551818279888,0.336,103.16000366210938,98.10499954223631,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,188.7840610326173,148.6111877909875,158.27020198469566,360.3738530959303,180.18692654796516,40.747570589646564,20.373785294823282,0.11150870679168558,289.6,0.3176189165435378,1.3760000000000003,17.466666666666665
2078,APAM,8190.0,1280.0766150320399,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,56970000.0,0.2494,47.51941602943587,49.7072277635631,1107494.0,0.517,0.0739,0.8390000000000001,20.68000030517578,52.52,1.310870115625261,0.253,54.459999084472656,50.209999982048494,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,41.42968939470261,94.29068801512678,593.9991752285223,159.16549920013347,79.58274960006673,36.58710033083593,18.293550165417965,0.08766447732217725,252.48,0.368054175467422,0.048000000000000036,3.744444444444445
1885,FNF,8190.0,1150.0571614654864,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,292000000.0,0.1796,36.91087591909144,38.50445556640625,1270009.0,1.233,0.0577,0.826,24.29999923706055,41.28,1.6822155843466629,0.596,42.310001373291016,40.086764840518725,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,168.32178747696042,88.41976887393976,45.764018926550435,349.29437918549144,174.64718959274572,38.51193030798068,19.25596515399034,0.04799144979820085,248.32,0.2381304980291516,5.5360000000000005,11.7
2644,IPHI,8190.0,955.2233054425997,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,52650000.0,0.3151,150.64613136235815,161.91504963789836,845054.0,0.221,0.1021,0.918,85.94000244140625,180.54,1.1037261698356429,0.8220000000000001,183.9499969482422,165.22882349350877,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,83.82925332101506,153.19838896356174,291.09046909855607,53.10779895584915,26.55389947792457,39.50291117791964,19.751455588959814,0.08024131612603003,277.75999999999993,0.7413319871320283,9.152,0.4555555555555557
1922,PPBI,8188.0,2530.4111285788313,11,0,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,93660000.0,0.5147999999999999,32.42729916537765,35.66782165753959,240755.0,0.026,0.0843,0.91,16.670000076293945,43.52,1.6701822550010006,0.393,46.6500015258789,42.555587992948645,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,790.9731965330683,204.66058644296456,695.3617760241817,343.1333145605123,171.56665728025615,31.21571469216363,15.607857346081815,0.22272645265832372,275.2,0.1812992469447084,2.288,0.0
1874,WORK,8188.0,1203.1175730330474,11,0,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,576320000.0,0.1916,36.94868612637485,40.043960382442656,2423593.0,0.113,-0.0061,0.747,23.479999542236328,41.25,1.6586826525953364,0.378,44.27999877929688,41.21058811860926,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,119.3315336870007,171.5655505244572,134.67256304932738,337.24551812881225,168.62275906440613,30.98826093219212,15.494130466096056,0.10160635446293938,223.04,0.007650826292953411,2.047999999999999,0.0
1733,WLL,8186.0,72012.2180446967,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,38170000.0,0.0888,24.53474458986825,27.22257430954735,625853.0,1.0,0.1089,0.884,0.3199999928474426,36.98,1.5646063289818641,-0.442,36.97999954223633,34.10411773008459,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,1035.420145428165,224.36244427732774,69977.6007081032,289.07844043871427,144.53922021935713,42.66666877929514,21.33333438964757,0.55135962473846,266.88,0.674612325157083,0.0,9.111111111111112
2391,UMBF,8186.0,15172.688515978494,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,47930000.0,0.4329,71.61591255577811,77.62534679752765,98693.0,1.393,0.0957,0.978,42.540000915527344,92.53,18.711381053474604,-0.039,97.0500030517578,90.09352964513442,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,657.8995012673345,171.85176991939468,377.68125509455774,9068.227099378997,4534.1135496894985,34.718043998872794,17.359021999436393,0.1841465451670902,296.96,0.21635030746047906,0.0,13.47777777777778
894,CRIS,8186.0,14881.567937309048,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,66030000.0,1.6636000000000002,6.3148175521488605,8.151287175641201,1390131.0,0.561,0.1812,0.7140000000000001,0.6299999952316284,11.85,2.695264980707136,-0.091,12.800000190734865,10.662353038787842,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,1261.8038788014571,595.5975383061475,11459.047899541765,867.9756701220535,433.98783506102683,29.999997645616563,14.999998822808282,0.5506900925484078,212.48,0.8910955822915999,0.0,4.233333333333333
1590,KTOS,8186.0,12508.499584936646,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,123300000.0,0.2699,24.54481759732657,26.112079280437808,946646.0,25.033,0.0144,0.923,13.5,28.29,15.48401438190157,0.115,33.240001678466804,27.281470803653487,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,183.43340749121415,130.77106457541657,488.7894097222222,7415.815363533604,3707.907681766802,17.251496877261893,8.625748438630946,0.10522766935614124,279.36,0.2957404176937403,0.0,276.14444444444445
1143,TCS,8186.0,11149.5874338804,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,48570000.0,0.7465,11.882554739931205,13.147128718914374,1167277.0,6.966,0.028,0.875,1.9900000095367432,16.42,7.050223090892416,0.205,19.190000534057614,16.412647022920495,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,1017.3752200331064,217.95376210255301,4900.792096292353,3097.714222536917,1548.8571112684585,18.031609623625506,9.015804811812753,0.4440231573649014,263.99999999999994,0.003584054208556453,0.0,75.4
1891,CARR,8186.0,10225.690037669729,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,869280000.0,0.2575,37.047153194455326,38.66247520824471,4238214.0,0.951,0.1006,0.8590000000000001,12.890000343322756,42.02,12.426144658565535,0.021,42.560001373291016,38.922646915211395,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,27.563245912106805,89.2964559753472,1004.6163031248924,5850.186065185553,2925.093032592777,40.501247695772655,20.250623847886327,0.09977951541876473,258.88,0.6366171533063192,0.0,8.566666666666666
2383,DY,8186.0,9118.619928228323,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,31430000.0,0.382,76.13233613619839,81.12376275393042,369930.0,0.321,0.0512,0.9995,25.65999984741211,92.75,10.053633621749388,0.018000000000000002,100.77999877929688,86.91323560826919,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,292.3148533346682,134.27200887186189,1389.0643654795167,4635.460414335686,2317.730207167843,29.06820326520123,14.534101632600615,0.2318577124105277,303.84,0.5372497618694553,0.0,1.5666666666666669
2241,BPOP,8186.0,8106.323276642041,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,83830000.0,0.4505,54.68875923992074,60.16831683168317,183027.0,0.217,0.0746,0.901,32.15999984741211,71.52,9.554458958561654,-0.07200000000000001,73.5199966430664,69.2832353255328,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,620.5044135645246,205.2000100916119,380.5611365615367,4379.882986783567,2189.9414933917833,38.02394664487709,19.011973322438546,0.20793031792740388,272.31999999999994,0.2582748526632833,0.0,0.4111111111111112
2157,MORF,8186.0,7134.770631159657,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,31270000.0,0.8369,37.13751820752221,40.81188116923417,111770.0,0.606,0.2304,0.593,12.649999618530273,64.98,3.560168709592852,-0.653,84.8499984741211,57.60058829363655,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,1684.963849041868,202.6278466842164,3097.094121310091,1310.8063793115402,655.4031896557701,2.7002969880121026,1.3501484940060513,0.3065585160938501,173.75999999999996,1.024907824724936,0.0,4.733333333333333
2252,WDC,8186.0,6600.101627094769,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,305000000.0,0.5011,51.86416060733099,56.662574390373614,3961880.0,1.433,0.1181,0.8029999999999999,33.709999084472656,71.37,7.466894950962898,-0.069,72.20999908447266,68.22029450360466,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,835.4795399454539,189.4786556380172,292.10277788276716,3311.050214893004,1655.5251074465018,40.681348212607496,20.340674106303748,0.19172973830271456,240.95999999999995,0.369357009589446,0.0,13.922222222222226
2372,ASH,8186.0,6388.897566219693,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,60000000.0,0.1588,80.1429926739992,82.9632673357973,155628.0,0.794,0.0463,0.956,50.290000915527344,90.36,8.332569136953854,0.036000000000000004,91.91000366210938,87.61852915146771,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,229.83608299571517,72.07021243713028,98.87741543000641,3754.2753981203728,1877.1376990601864,39.788482053533095,19.894241026766547,0.02550318469346623,289.92,0.2503096890652486,0.0,6.822222222222223
1286,INFY,8186.0,6329.403072281997,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,4240000000.0,0.2925,16.485364941784933,17.197970210915745,2586336.0,0.207,0.0681,0.177,8.220000267028809,19.01,8.078320454523588,0.086,19.364999771118164,18.376323419458725,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,280.6456042776833,88.52795169130655,423.42767309855384,3624.100072716077,1812.0500363580386,39.53800008674096,19.76900004337048,0.1288674765007008,40.64,0.27586653372470593,0.0,0.3
1635,GPS,8186.0,5808.6763330403055,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,377000000.0,0.53,22.53291970969987,23.826336586829463,4240656.0,1.72,0.1765,0.539,6.5900001525878915,29.95,4.641061861997594,-0.053,32.25,27.850882418015427,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,691.8621192336343,117.55767998503576,1982.7374114124852,1864.223673342768,932.111836671384,30.49509043927648,15.24754521963824,0.2469066090288625,156.48000000000005,0.6029590159417729,0.0,17.11111111111111
2440,ASGN,8186.0,5330.181577170301,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,53000000.0,0.2675,83.2345254717082,88.61891076116278,147660.0,0.397,0.0635,0.971,33.009998321533196,98.56,5.7671986510278295,-0.013,100.4800033569336,95.83941201602713,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,333.7343337431948,132.48373809196755,846.1883429733123,2440.805709326248,1220.402854663124,39.40551457700509,19.702757288502546,0.10011984700030904,294.72,0.2270955488347888,0.0,2.4111111111111114
2300,R,8186.0,5251.055833096591,10,1,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,53830000.0,0.4485,61.056423465700924,65.98445548633538,659274.0,1.474,0.1187,0.8859999999999999,25.899999618530273,76.91,5.573534645266287,-0.028,78.94000244140625,72.18029437345615,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,384.6081004169575,165.2997179556219,848.6153750712772,2341.649738376339,1170.8248691881695,38.277843012181,19.138921506090497,0.21927961347478786,267.5199999999999,0.524210178703084,0.0,14.377777777777776
