,Ticker,N-Value Rating,Ticker Different?,Ticker Entered/Exited Rule?,N-Value Rating Different?,N-Value Rating Entered/Exited Rule?,SMA50_greater_SMA150_rule Different?,SMA50_greater_SMA150_rule Entered/Exited Rule?,SMA150_greater_SMA200_rule Different?,SMA150_greater_SMA200_rule Entered/Exited Rule?,week52_span_rule Different?,week52_span_rule Entered/Exited Rule?,rs_value_rule Different?,rs_value_rule Entered/Exited Rule?,liquidity_rule Different?,liquidity_rule Entered/Exited Rule?,close_above_52weekhigh_rule Different?,close_above_52weekhigh_rule Entered/Exited Rule?,prev_close_rule Different?,prev_close_rule Entered/Exited Rule?,SMA200_slope_rule Different?,SMA200_slope_rule Entered/Exited Rule?,inst_ownership_rule Different?,inst_ownership_rule Entered/Exited Rule?,close_greater_SMA50_rule Different?,close_greater_SMA50_rule Entered/Exited Rule?,sales_QoQ_yearly_rule Different?,sales_QoQ_yearly_rule Entered/Exited Rule?,eps_QoQ_yearly_rule Different?,eps_QoQ_yearly_rule Entered/Exited Rule?
5022,GS,8186.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
1571,KEY,8186.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
4277,UMBF,8186.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
1639,FLR,8186.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change
1676,VRT,8186.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
5001,WST,8186.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
1393,UMPQ,8186.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
3880,WDC,8186.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change
4656,AXP,8186.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change
4346,CM,8186.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
3239,FFIN,8186.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
4931,MORN,8186.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
4373,FBHS,8186.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
4787,PNC,8186.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
3387,AFL,8186.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
3222,CTVA,8186.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
591,ACY,8184.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
1813,MTDR,8184.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change
4019,FANG,8184.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change
1677,EB,8184.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change
4286,DDS,8184.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
4734,JBHT,8184.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
3926,PLL,8184.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change
827,FNB,8184.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
4536,RL,8184.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
1477,JBLU,8184.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change
1463,UA,8184.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
3977,EWBC,8184.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
1479,MVIS,8184.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
4811,HUBB,8184.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
3106,BHF,8184.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
1985,PCT,8184.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change
5102,TPL,8184.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change
2015,CCL,8184.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change
5005,URI,8184.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change
3486,THC,8184.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
3197,AIG,8184.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
2794,USFD,8184.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
1955,GPRE,8184.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change
3686,USCR,8184.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change
2410,ABB,8184.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
3723,LOB,8182.0,False,Did Not Change,True,Entered Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Entered Rule,False,Did Not Change,False,Did Not Change
3577,KSS,8178.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Entered Rule,False,Did Not Change,False,Did Not Change
3575,RCII,8178.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
2658,URBN,8178.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Entered Rule,False,Did Not Change,False,Did Not Change
1269,M,8176.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
3538,FL,8176.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Entered Rule,False,Did Not Change,False,Did Not Change
2602,PDCE,8170.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change
575,BCS,8170.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change
4614,OMCL,8168.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
3109,BKU,8168.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
4543,HLT,8168.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
3127,PICK,8168.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
4820,VIS,8168.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
4343,XLI,8168.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
1314,HST,8168.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
1386,PDBC,8168.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,True,Exited Rule,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
3565,UCO,8168.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
4161,VFH,8168.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
2175,IPG,8168.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
3689,KBWB,8168.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
3814,BIG,8168.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change
3877,SPHB,8168.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
3545,HXL,8168.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change
2578,XLF,8168.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
4920,DPST,8168.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change
1221,ZUO,8154.0,False,Did Not Change,True,Entered Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Entered Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
4982,WSO,8154.0,False,Did Not Change,True,Entered Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Entered Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
4444,SSD,8152.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Entered Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
362,TWO,8122.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
516,AR,8118.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
4934,NVAX,8060.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
681,OCGN,8056.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
1028,ALDX,8050.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,True,Exited Rule,True,Entered Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
1814,BTX,8042.0,False,Did Not Change,True,Entered Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Entered Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
654,AMC,8024.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change
323,FINV,7992.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change
161,CDEV,7984.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
356,JFIN,7976.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change
1767,IBEX,7934.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
1996,RBNC,7934.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change
1837,PRTA,7932.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change
2992,PPBI,7932.0,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,True,Exited Rule,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change,False,Did Not Change
