,Ticker,N-Value Rating,Lwowski Rating,Primary Passed Tests,Secondary Passed Tests,SMA50_greater_SMA150_rule (1st),SMA150_greater_SMA200_rule (1st),week52_span_rule (1st),rs_value_rule (1st),liquidity_rule (1st),close_above_52weekhigh_rule (1st),prev_close_rule (1st),SMA200_slope_rule (1st),inst_ownership_rule (1st),close_greater_SMA50_rule (1st),sales_QoQ_yearly_rule (1st),eps_QoQ_yearly_rule (2nd),Double Bottom Chart Pattern,Inverse Head and Shoulder Pattern,Multiple Bottom Pattern,Channel Up Pattern,Channel Up Strong Pattern,Wedge Down Pattern,Wedge Down Strong Pattern,Channel Down Strong Pattern,SMA50_percent,volume,SMA150_value,EPS_QoQ_percent,Relative Strength Value,Sales_QoQ_percent,Shares Outstanding,SMA50_value,week52_low,prev_close,SMA200_percent,week52_high,Inst. Ownership,SMA200_value,SMA50_greater_SMA150_rule_nvalue,SMA150_greater_SMA200_rule_nvalue,week52_span_rule_nvalue,rs_value_rule_nvalue,liquidity_rule_nvalue,close_above_52weekhigh_rule_nvalue,prev_close_rule_nvalue,SMA200_slope_rul_nvalue,inst_ownership_rule_nvalue,close_greater_SMA50_rule_nvalue,sales_QoQ_yearly_rule_nvalue,eps_QoQ_yearly_rule_nvalue,SMA50_greater_SMA150_rule_score,SMA150_greater_SMA200_rule_score,week52_span_rule_score,rs_value_rule_score,liquidity_rule_score,close_above_52weekhigh_rule_score,prev_close_rule_score,SMA200_slope_rul_score,inst_ownership_rule_score,close_greater_SMA50_rule_score,sales_QoQ_yearly_rule_score,eps_QoQ_yearly_rule_score
1132,PCH,8190.0,2869.029513416202,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.0855,390724.0,50.05490183362774,7.7429999999999986,3.5661912619415093,0.6579999999999999,67160000.0,52.736944516499854,28.6200008392334,56.65,0.21600000000000005,56.6500015258789,0.8740000000000001,48.45240856087121,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,219.47194833301586,67.73463528613425,192.13416900347968,1313.8899261140527,656.9449630570264,42.66666206972651,21.333331034863257,0.0189490982784696,263.68,0.5935960862921634,6.527999999999999,84.03333333333333
1079,AVNT,8190.0,2585.4408282328227,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.0659,333415.0,42.32950969770843,8.677,2.199448700880602,0.514,91300000.0,47.01444435119629,19.309999465942386,48.89,0.3781000000000001,51.209999084472656,0.968,39.25613131836383,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,453.336040925726,160.3387473373698,605.3849978086727,614.1177348508681,307.05886742543413,34.93484636798751,17.467423183993755,0.08791378885776366,293.75999999999993,0.3191454328024596,4.224,94.41111111111113
1468,IPHI,8190.0,2467.968598693477,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.0904,1402919.0,162.39490209841262,0.221,3.065172144799977,0.8220000000000001,52650000.0,166.20305548773868,85.94000244140625,183.3,0.2969,183.9499969482422,0.9179999999999999,151.76386862427643,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,96.0510218062575,143.46205557617185,291.09046909855607,1057.3681381375882,528.6840690687941,42.06360706166319,21.031803530831606,0.026936369446220944,277.75999999999993,0.8229424886125559,9.152000000000001,0.4555555555555557
1348,WD,8190.0,2452.9929290432474,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.0454,121717.0,92.59862750184305,0.925,1.5033946255897934,0.61,30640000.0,103.20111105177138,32.689998626708984,107.19,0.4139,112.19000244140624,0.778,83.88153290574569,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,468.9893769715125,212.83122892934742,1084.58184141011,257.73804830197423,128.86902415098712,35.06051877977565,17.530259389887824,0.08564046332482539,232.96,0.3092128685496476,5.76,8.277777777777779
1035,FNF,8190.0,2448.085532190155,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.0874,3836785.0,38.64009812298943,1.2329999999999999,3.3398266384985,0.596,292000000.0,40.24138895670573,24.29999923706055,42.64,0.2123,43.11000061035156,0.826,37.04656935086216,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,169.7430279298298,88.09309424600477,65.99116076531935,1197.991238911232,598.995619455616,40.805997764687135,20.402998882343567,0.029549651874901658,248.32,0.4768445832473335,5.5360000000000005,11.7
761,MFC,8190.0,2379.895378851488,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.0659,1846929.0,19.023431319816442,0.473,2.8530633673383714,0.635,1940000000.0,20.997499995761448,11.359999656677244,21.79,0.3027,21.8700008392334,0.537,17.77218972505444,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,425.0434719549207,144.18835414861738,158.8282501511314,948.7684440772459,474.38422203862297,42.04236506453748,21.02118253226874,0.0615926196847931,155.84,0.301940708902879,6.16,3.2555555555555555
1306,ENSG,8190.0,1951.166315646871,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.05980000000000001,324286.0,80.83382352193195,4.357,1.4538219961515164,1.021,53840000.0,87.59777747260199,33.779998779296875,94.58,0.3733,96.12999725341795,0.858,75.05868616591405,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,342.74211183920346,157.57644996583775,724.4390896040575,232.3568620295764,116.1784310147882,39.914842343963606,19.957421171981803,0.05633449511123567,258.55999999999995,0.6376620712398181,12.335999999999999,46.41111111111112
1522,LH,8190.0,1893.340484379212,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.0574,423874.0,222.75882317038142,3.1189999999999998,2.190530159671833,0.52,97300000.0,243.5427767435709,133.44999694824222,251.87,0.2314,255.02999877929688,0.9390000000000001,215.99788314930717,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,382.16701194668303,64.10435584495491,150.15087922985478,609.5514417519786,304.7757208759893,40.55198815466915,20.275994077334573,0.03400065857805208,284.48,0.2735362836138435,4.32,32.65555555555555
887,VICI,8190.0,1417.7545146971054,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.0513,4464728.0,26.682549102633608,1.5319999999999998,1.6952281828309437,0.5710000000000001,536550000.0,28.31000004874336,14.520000457763672,29.08,0.1809,29.21999931335449,0.912,25.891605892320623,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,249.82767012345062,62.562812884520405,212.41646089107857,355.95682960944305,177.97841480472152,41.84896588955153,20.924482944775765,0.023064384231938132,275.84,0.2175909431101037,5.136000000000001,15.022222222222226
702,VALE,8190.0,1265.0797647847985,11,1,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.0825,29540626.0,16.600098039589678,1.7530000000000001,1.281675384649872,0.924,5130000000.0,17.47694444656372,7.670000076293945,18.31,0.3611,18.940000534057614,0.23399999999999999,15.149051109369655,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,2,216.35793200739846,196.1670134740376,493.1755166067398,144.21779694073442,72.10889847036721,36.989787674372415,18.494893837186208,0.04482021615541118,58.88,0.3813277800285377,10.784,17.477777777777778
669,FHN,8188.0,2925.711300150072,11,0,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0.0574,4052296.0,14.687450951220946,0.127,2.7442474957475538,0.42200000000000004,553400000.0,16.882500012715653,7.199999809265138,17.22,0.4039,17.700000762939453,0.846,13.544598509795476,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,4.0,0,612.1498540313389,172.8040737676101,486.40010511610535,893.0547178227475,446.52735891137377,38.038410922189,19.0192054610945,0.08564520327912943,254.72,0.15992891433384504,2.7520000000000007,0.0
