,Ticker,N-Value Rating,Lwowski Rating,Primary Passed Tests,Secondary Passed Tests,SMA50_greater_SMA150_rule (1st),SMA150_greater_SMA200_rule (1st),week52_span_rule (1st),rs_value_rule (1st),liquidity_rule (1st),close_above_52weekhigh_rule (1st),prev_close_rule (1st),SMA200_slope_rule (1st),inst_ownership_rule (1st),close_greater_SMA50_rule (1st),sales_QoQ_yearly_rule (1st),eps_QoQ_yearly_rule (2nd),Double Bottom Chart Pattern,Inverse Head and Shoulder Pattern,Multiple Bottom Pattern,Channel Up Pattern,Channel Up Strong Pattern,Wedge Down Pattern,Wedge Down Strong Pattern,Channel Down Strong Pattern,Inst. Ownership,SMA50_percent,EPS_QoQ_percent,SMA150_value,SMA200_percent,Sales_QoQ_percent,Shares Outstanding,week52_low,volume,SMA200_value,week52_high,prev_close,SMA50_value,Relative Strength Value,SMA50_greater_SMA150_rule_nvalue,SMA150_greater_SMA200_rule_nvalue,week52_span_rule_nvalue,rs_value_rule_nvalue,liquidity_rule_nvalue,close_above_52weekhigh_rule_nvalue,prev_close_rule_nvalue,SMA200_slope_rul_nvalue,inst_ownership_rule_nvalue,close_greater_SMA50_rule_nvalue,sales_QoQ_yearly_rule_nvalue,eps_QoQ_yearly_rule_nvalue,SMA50_greater_SMA150_rule_score,SMA150_greater_SMA200_rule_score,week52_span_rule_score,rs_value_rule_score,liquidity_rule_score,close_above_52weekhigh_rule_score,prev_close_rule_score,SMA200_slope_rul_score,inst_ownership_rule_score,close_greater_SMA50_rule_score,sales_QoQ_yearly_rule_score,eps_QoQ_yearly_rule_score
1460,BFST,7934.0,2051.5147248564817,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.28600000000000003,0.0721,0.581,21.53643566547054,0.3301,0.6629999999999999,20610000.0,11.079999923706056,29025.0,19.99437955174133,24.81999969482422,24.82,23.27714287894113,3.068336276059513,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,331.06391684892367,157.95093379841222,352.3003535652874,1058.9881733424706,0.0,42.66666876510882,21.33333438255441,0.0975320700087392,75.52000000000002,0.5302565281599739,6.607999999999999,4.455555555555557
943,DMS,7934.0,1673.3080502163532,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.622,0.0593,0.617,10.899603914506363,0.3448,0.5670000000000001,32290000.0,6.739999771118164,54292.0,9.976569304501053,14.329999923706055,12.86,12.461428533281598,1.749083055576306,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,586.9234963657009,189.481456359754,282.28371693021,383.5305244550686,0.0,25.15934019668273,12.579670098341367,0.1264149574983124,183.04,0.25587529754163185,5.072000000000001,4.855555555555556
2339,CATC,7934.0,1380.3076365692452,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.472,0.0603,0.305,75.66415805627804,0.2777,0.36,6920000.0,45.16999816894531,9439.0,71.18700704087306,85.9800033569336,84.79,81.40800040108817,2.1640968208488376,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,310.93689335502006,128.80447796161423,145.49559893536414,596.0175722746047,0.0,40.304560382407935,20.152280191203968,0.07501399226312812,135.04,0.3323505878782524,1.7599999999999998,1.3888888888888888
1219,PFHD,7934.0,1198.0374404868628,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.589,0.0589,5.034,16.226930741036288,0.2322,0.934,12050000.0,10.449999809265137,7281.0,15.531605859742546,19.21999931335449,18.34,17.524000058855332,1.7477587779525685,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,327.4060887159175,91.68564858966816,106.02562618758692,382.85249431171496,0.0,34.85258993177242,17.42629496588621,0.05884678907778326,172.47999999999996,0.3725176619055421,10.944,53.93333333333334
2626,ITIC,7934.0,681.1870339987453,10,1,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0.481,0.0532,0.462,159.7796041658609,0.2076,0.422,1890000.0,106.69000244140624,1552.0,154.9727741993257,189.8999938964844,167.93,164.14714311872208,1.5032946698123828,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,2,111.96322361863544,63.523337065660016,69.58471815648547,257.68687094394,0.0,22.921823351695853,11.460911675847926,0.056451663340014474,137.92000000000002,0.18436418980703964,2.7520000000000007,3.1333333333333337
1232,ALLT,7932.0,10593.250320741969,10,0,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0.675,0.2196,0.025,13.120198060970495,0.5606,0.278,35320000.0,8.680000305175781,429908.0,12.206642359712696,18.290000915527344,17.08,15.492571531023298,18.93027735992469,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,0,740.6322441307341,153.27409626999219,270.6285907155194,9180.302008281444,0.0,31.375971610366673,15.687985805183336,0.081713157897677,200.0,0.819710770828682,0.4480000000000004,0.0
1915,PPBI,7932.0,4360.555010253656,10,0,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0.91,0.0721,0.026,35.83881174219717,0.4982,0.393,93660000.0,16.670000076293945,309750.0,32.580875800473855,46.6500015258789,43.62,42.57828543526786,5.619010907764288,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,0,770.25110222377,204.79046817250736,695.3617760241818,2364.9335847753155,0.0,31.581559624820233,15.790779812410117,0.16201270415838162,275.2,0.1957269164942524,2.2880000000000003,0.0
1236,XENE,7932.0,2426.7745892673706,10,0,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0.711,0.0507,0.175,15.268415885396525,0.3652,0.5760000000000001,35010000.0,9.489999771118164,118886.0,14.149124117663307,21.309999465942386,18.9,18.305999946594238,2.6446495529834246,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,4.0,0,814.8811512637625,162.01070265939515,355.64847077465487,842.0605711275134,0.0,23.365559870386203,11.682779935193102,0.129766591720069,211.51999999999995,0.2595870447454131,5.216000000000001,0.0
2026,UAN,7930.0,52449.648008147844,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.246,0.8573000000000001,0.302,20.138019722287016,2.5071,0.049,11010000.0,6.0999999046325675,90625.0,16.85503644316736,49.88999938964844,46.36,31.226285443987173,90.21911469781341,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,2255.312936545574,398.9044923342556,4000.986246593448,45680.186725280466,0.0,30.59103554746348,15.295517773731735,0.4183253368956897,62.72,3.8771731804371714,0.0,1.3555555555555556
2492,HOV,7930.0,43142.93171590784,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.361,0.517,3.026,56.36504972099078,1.6882,0.163,6220000.0,7.480000019073486,75248.0,50.377372463254154,116.76000213623048,114.51,88.22628620692663,63.15740259730278,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,2315.3288304080506,243.418074906332,8566.554161707847,31824.590129819022,0.0,39.37786607093442,19.68893303546721,0.4481977104460331,99.52,2.383300027515823,0.0,31.622222222222234
1433,CONN,7930.0,27561.354370381767,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.535,0.5103,3.973,13.815643603258795,0.8996,-0.106,29200000.0,3.5999999046325684,703246.0,13.0568613483958,23.25,22.12,15.783142907278874,47.21646417276195,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,583.3153619687582,119.016815488382,2944.000105116105,23662.82965645412,0.0,34.371899641577066,17.185949820788533,0.07817535362820571,155.20000000000005,3.2119620939622555,0.0,42.14444444444445
1076,NTZ,7930.0,25965.18466926547,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.133,0.2316,0.619,11.376930671163125,1.1953,-0.042,10500000.0,0.5,127620.0,9.432919695429556,15.0,12.5,12.309999983651295,16.128911384285715,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,335.9299633985397,422.0680984098045,17408.0,7746.002628754286,0.0,14.222222222222221,7.1111111111111125,0.2893907328473382,26.56,0.12347685887963546,0.0,4.877777777777778
1617,SQBG,7930.0,25183.03096937792,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.244,0.3731,1.239,17.412673270348275,1.4480000000000002,-0.055,1650000.0,4.449999809265137,40571.0,14.291459852761594,36.2599983215332,29.42,23.156000001089915,38.71536906009714,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,1351.0083100897255,447.27726523909445,3982.324477220363,19310.26895876973,0.0,10.47251973951628,5.23625986975814,0.4324074477232561,62.08,2.1641043353308858,0.0,11.76666666666667
1017,ASYS,7930.0,24555.069729185318,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.604,0.4114,1.574,8.235049516847818,1.1,-0.13,14070000.0,4.25,337547.0,7.529270085105059,14.130000114440918,13.8,11.088000025068009,43.32891859035606,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,1419.0182169229886,191.97561780505558,1018.6993106617647,21672.406318262303,0.0,38.68081959836477,19.340409799182385,0.2234373125704609,177.27999999999997,1.9567099341995933,0.0,15.48888888888889
1626,ZEUS,7930.0,23913.66450994911,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.6809999999999999,0.407,3.009,17.90940597269795,1.0169,0.037000000000000005,11450000.0,7.869999885559082,127001.0,16.329270084408947,30.56999969482422,29.51,23.755714389256074,41.478911447766144,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,1337.0895333283172,198.17899284461532,1362.5575712350494,20725.202661256266,0.0,36.74888399119081,18.374441995595404,0.2212725360525445,201.92,1.9378194286917023,0.0,31.43333333333333
897,TGLS,7930.0,22324.44268267121,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.163,0.4072,0.667,7.6646534759219325,0.8906999999999999,0.01,47240000.0,3.0799999237060547,147672.0,7.067445264245473,12.270000457763672,12.19,9.555428613935199,39.302825397362696,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,1010.4324989553144,173.05863318121794,1423.626125970472,19611.0466034497,0.0,41.55391923806373,20.776959619031864,0.17111417220746894,36.16,2.205716974095888,0.0,5.411111111111111
2129,RCKY,7930.0,22276.17093885495,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.762,0.3808,0.948,36.45851471400497,0.9578,0.163,7250000.0,17.260000228881836,88754.0,33.702846610633124,59.5,59.5,46.05742819649833,39.34653197705715,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,1078.4078817448294,167.45197641332183,1094.0069244047909,19633.424372253263,0.0,42.66666666666666,21.33333333333333,0.17152714065682814,227.84,2.3349235647549573,0.0,8.533333333333333
1489,NMM,7930.0,21118.925764072657,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.08,0.2874,0.233,14.528019853157573,1.3256,0.129,11430000.0,4.760000228881836,664015.0,12.34270077030154,29.09000015258789,22.68,21.431714357648577,32.368076859207314,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,1946.413411890349,362.60568614431463,2730.809923181137,16060.455351914141,0.0,5.060157431991447,2.530078715995724,0.3963076081488173,9.6,0.465958297696678,0.0,0.5888888888888891
1169,BGFV,7930.0,20033.11453741194,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.385,0.1404,58.051,12.408217793644063,0.8556999999999999,0.19,21330000.0,0.8299999833106995,902982.0,11.177226261500897,17.100000381469727,16.92,15.09371416909354,13.645088214614608,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,886.4925919881537,225.55422954197928,11634.121018831547,6474.285165882679,0.0,40.87017167141182,20.43508583570591,0.17719094980882946,107.2,0.9679715995396452,0.0,643.0111111111112
1243,REVG,7930.0,19999.07780927198,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.971,0.2822,1.0,11.958019794804034,0.9207,0.041,63450000.0,3.7999999523162837,294191.0,10.951605838580727,20.600000381469727,19.59,16.054571396963937,31.74931789605093,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,1403.1984935948956,188.20397782070407,2306.694840314449,15743.650762778076,0.0,34.29902612076868,17.14951306038434,0.28837884115441664,294.72,1.7617056304372696,0.0,9.111111111111112
1002,SIF,7930.0,18975.389736858917,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.189,0.33740000000000003,3.125,8.145544550206402,1.3209,-0.042,5690000.0,2.0699999332427983,16625.0,6.9721167853278825,14.5,14.5,11.004571424211777,27.89291265511991,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,1437.6661994475585,344.6844246109671,3279.768254737936,13769.17127942139,0.0,42.66666666666666,21.33333333333333,0.3562825752176879,44.47999999999998,2.5410738436193787,0.0,32.72222222222222
774,TWI,7930.0,17884.885025371816,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.698,0.2318,0.319,6.83782177160282,1.2287,0.083,61380000.0,1.100000023841858,318261.0,5.81919707695063,10.470000267028807,10.07,8.801714270455497,22.994826935799818,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,1176.413183026703,358.4933362904533,4823.97093148728,11261.351391129507,0.0,36.14644598868228,18.07322299434114,0.37930754566276,207.36,1.152762464740968,0.0,1.5444444444444447
2395,TBK,7930.0,16148.415453729503,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.815,0.264,0.888,62.21396047762125,1.003,0.107,24660000.0,20.84000015258789,287381.0,55.863576777660064,92.76000213623048,92.49,78.83857138497487,25.985980641833443,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,1094.5197147674671,232.80975848151317,1710.7286418048716,12792.822088618721,0.0,42.169896900365245,21.084948450182623,0.2284842609928085,244.79999999999995,1.3852537787235255,0.0,7.866666666666666
1395,OMP,7930.0,16132.433184412324,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.1,0.24850000000000005,0.448,15.043910866916768,0.9047,-0.246,20050000.0,4.190000057220459,104844.0,13.087262759243483,22.36000061035156,22.3,19.26328566414969,25.09950344826181,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,1148.8076021157713,306.19201266396266,2254.755175987619,12338.945765510049,0.0,42.20870137654383,21.104350688271914,0.18065753418554745,16.0,1.261140758142561,0.0,2.9777777777777774
2118,MEG,7930.0,15595.620521574814,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.65,0.319,0.938,38.29455437990698,0.7548999999999999,-0.535,24910000.0,21.479999542236328,249426.0,34.90343066027565,57.36999893188477,57.28,45.65228554861886,27.80947378429101,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,786.9857047574568,198.9781877146323,616.9743060953642,13726.450577557,0.0,42.39893408876354,21.19946704438177,0.17350854523977285,192.0,2.0376135497527863,0.0,8.422222222222222
837,RFP,7930.0,15565.499410217219,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.851,0.2086,0.23,7.815643579652994,0.9318,0.151,85500000.0,1.3600000143051147,493127.0,7.0373722758606405,11.300000190734865,11.29,9.75742860521589,20.371650466733264,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,1017.6451092795039,226.49073655433585,4080.9412089417133,9918.28503896743,0.0,42.51563134012309,21.257815670061547,0.2317767966898918,256.31999999999994,1.2565371118082185,0.0,0.5555555555555558
2211,RICK,7930.0,14879.321297977742,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.524,0.1479,0.769,45.67861356829653,1.112,-0.207,9020000.0,8.260000228881836,131328.0,39.577809967263775,70.86000061035156,67.53,64.314856501988,17.474285126295676,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,1671.1113821847766,315.6932075132424,4246.748567629708,8434.833984663386,0.0,34.64634350449549,17.323171752247745,0.34027083457191004,151.68,0.3999254508684308,0.0,6.544444444444442
1504,FTSI,7930.0,14034.78388216194,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.637,0.212,2.65,18.414851552188985,0.8595,-0.65,13990000.0,3.109999895095825,50843.0,14.50096354693392,26.170000076293945,25.58,22.39742856706892,16.967074571491047,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,885.8412682131619,552.7662081777456,4146.047777888937,8175.142180603416,0.0,38.81900346221067,19.409501731105333,0.3367344903085968,187.84,1.1367631506093288,0.0,27.44444444444445
1448,IDYA,7930.0,12656.12222267723,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.628,0.1722,0.669,17.44603955863726,0.5898,0.0,29180000.0,3.8199999332427983,282530.0,16.24989047363727,24.82999992370605,24.83,21.29685707092285,17.358973853899222,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,904.0990923646533,150.7526053824321,2969.6000575200437,8375.7946131964,0.0,42.666667191065905,21.333333595532952,0.15532221952499928,184.96,1.3271978742444728,0.0,5.433333333333335
2005,ACLS,7930.0,12635.717773739576,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.86,0.2531,0.491,34.11178222505173,0.6385000000000001,0.135,33550000.0,18.809999465942386,405597.0,31.20700735941421,49.31999969482422,49.32,39.40399998256138,22.2770846783392,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,635.4673523578017,190.62958701264301,586.9627151965395,10893.86735530967,0.0,42.66666772269533,21.333333861347665,0.12201008910185088,259.2,2.0131966342152148,0.0,3.4555555555555566
1396,IDT,7930.0,12302.592046182875,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.447,0.1564,13.064,15.822376251220705,0.9228,0.049,24150000.0,5.21999979019165,62900.0,14.060729945663118,22.8700008392334,22.7,20.64314286368234,18.181320487216045,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,1247.970578573459,256.5906356017269,1667.8254943280585,8796.83608945462,0.0,41.39804071573414,20.69902035786707,0.27952152403675457,127.04,0.7971100718142321,0.0,143.15555555555557
2252,ARCB,7930.0,12205.427168010627,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.907,0.1833,5.104,52.14376249407778,0.7363,0.138,25430000.0,17.270000457763672,148195.0,46.99919722898163,73.9000015258789,73.75,66.20714285714286,18.33968759451585,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,1104.7075088541394,224.17552392618182,1605.0769967576182,8877.920048392116,0.0,42.32024907684156,21.16012453842078,0.20418017349128173,274.23999999999995,0.9114251807098934,0.0,54.711111111111116
1969,JYNT,7930.0,12149.531491430187,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.848,0.15869999999999998,7.11,33.500297168693926,0.8527,0.223,14110000.0,10.220000267028807,98624.0,29.52281030251162,49.0,46.48,42.93657172066825,17.43366887193387,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,1153.7503792953294,275.91862083835383,1921.753347690704,8414.038462430142,0.0,33.8895238095238,16.9447619047619,0.2161791213475859,255.36,0.6602163400253142,0.0,77.00000000000001
973,MGTA,7930.0,12028.377524976162,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.605,0.2,0.368,9.377227750155004,0.6037,0.0,48380000.0,6.0999999046325675,411133.0,8.749051125380246,14.149999618530273,14.15,12.062857219151088,20.652015788723933,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,1173.0906615578494,147.0451719966141,401.20654123660455,10061.832083826654,0.0,42.66667126766797,21.333335633833986,0.12999251276482046,177.59999999999997,1.384178055285508,0.0,2.0888888888888895
1599,MOV,7930.0,11818.516168703767,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.895,0.2067,7.653,20.511683180780693,0.8192,-0.066,23290000.0,8.789999961853027,147695.0,18.054014595755696,28.95000076293945,28.95,24.416285869053432,19.244865321857475,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,779.7142960042746,278.7914696443455,999.5358982868904,9341.371044791027,0.0,42.6666621689696,21.3333310844848,0.18466122476895305,270.4,1.4854721656721264,0.0,83.03333333333333
1927,SGRY,7930.0,10921.847933510364,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.846,0.1139,0.8340000000000001,33.39301976118938,0.6823,0.06,48900000.0,5.210000038146973,461108.0,30.460985322938352,44.2599983215332,43.97,40.93357140677315,11.311070281630142,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,924.9268188739301,197.1310667030934,4195.45158726367,5279.267984194633,0.0,41.54843239753157,20.774216198765785,0.16772585056093756,254.72,0.5934353615134413,0.0,7.2666666666666675
1308,HAFC,7930.0,10601.599573371526,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.904,0.15039999999999998,3.708,14.37198018555594,0.7017,-0.104,30290000.0,7.619999885559082,219964.0,12.860145972592989,21.63999938964844,20.16,18.89371430533273,16.608640274167993,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,1288.6897084105115,240.7621557909761,720.8314730551332,7991.623820374014,0.0,30.994459197898177,15.497229598949088,0.18455468094788355,273.28,0.5361722630938115,0.0,39.2
2156,SCVL,7930.0,10321.86422735942,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.782,0.1732,1.127,45.200692998300674,0.6006,0.058,14090000.0,18.1299991607666,101000.0,42.29773714942654,61.88000106811523,60.89,54.18885694231306,16.601492897743814,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,814.4901565128388,140.55724913820475,1073.025615893212,7987.964363644834,0.0,39.936217743343576,19.968108871671788,0.17099133473977354,234.24,0.9893019983530073,0.0,10.522222222222224
1343,ICAD,7930.0,10233.362675627792,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.479,0.1638,0.598,14.975940553268586,0.6767,0.117,23080000.0,7.739999771118164,258305.0,13.58759120607028,21.21999931335449,19.9,18.627999932425364,16.965064829761697,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,998.8578122234413,209.26000936736008,660.4403053827892,8174.113192837991,0.0,32.05027222264217,16.025136111321086,0.14522858120227455,137.28,0.5462744565982054,0.0,4.644444444444448
2161,SFBS,7930.0,10038.633542949323,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.568,0.1884,0.24,46.375643777375174,0.4970000000000001,0.03,53920000.0,26.75,123382.0,43.75547467531079,64.06999969482422,61.54,56.043286023821146,17.393222295938426,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,853.8676644907581,122.63851234267868,447.57412383177564,8393.329815520474,0.0,35.927371885333706,17.963685942666853,0.12106391299166153,165.75999999999996,0.7846383559796947,0.0,0.6666666666666666
1534,ARD,7930.0,9605.928771738732,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.883,0.1641,0.867,20.259207791621144,0.5221,0.077,236400000.0,10.869999885559082,125985.0,18.85007292336791,27.15999984741211,26.15,24.93199986049107,15.976020919436927,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,944.7435709705832,153.09798651256358,511.1521694511705,7667.7227107517065,0.0,36.32007947005109,18.160039735025546,0.14805842868365046,266.55999999999995,0.3908230856166664,0.0,7.633333333333335
1733,MVBF,7930.0,9587.477157544223,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.396,0.151,2.072,25.388910879002943,0.6981,-0.085,11440000.0,11.970000267028807,17781.0,23.094160602040528,35.9900016784668,34.36,32.58085719517299,15.092958771570576,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,1160.2786843209951,203.49943209469825,823.3063106070172,7215.594891044135,0.0,34.93710456188237,17.468552280941186,0.21310442805291707,110.72,0.43685598427793343,0.0,21.022222222222226
1117,CDR,7930.0,9534.133637435463,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.489,0.1274,1.256,11.535394427799945,0.7745000000000001,-0.065,13110000.0,3.9072847366333012,127711.0,10.055411634654023,16.850000381469727,15.26,14.80685719081334,13.212385724184973,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,1161.6344426861979,301.4302020135179,1625.5740474996246,6252.741490782706,0.0,26.56221212893344,13.28110606446672,0.2297520803490599,140.48,0.2448286241149443,0.0,11.955555555555556
1613,UFI,7930.0,9428.702026467385,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.74,0.1298,17.249000000000002,21.460297074648413,0.6911,-0.04,18460000.0,8.829999923706055,118661.0,19.412846753196995,30.440000534057607,28.73,26.954571478707447,13.908561865443316,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,1048.6596658352416,216.00017306281742,1094.044902572933,6609.183675106978,0.0,33.079278820884284,16.539639410442142,0.2121966117104418,220.8,0.526939490822931,0.0,189.65555555555562
2353,DOOO,7930.0,9383.351232408875,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.7662,0.1576,1.232,68.40613816516236,0.4807,0.123,40770000.0,15.5600004196167,157572.0,64.95182449452199,89.51000213623047,89.51,77.5951424734933,12.538318043430419,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,550.2161451659292,108.91817824252364,2510.3794234842785,5907.618838236374,0.0,42.66666259356507,21.333331296782536,0.11735177811686835,229.18400000000003,1.2284127224151284,0.0,11.68888888888889
1680,CUBI,7930.0,9294.956358141804,9,1,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0.789,0.1337,1.205,23.36475243898901,0.8693000000000001,0.235,31640000.0,8.819999694824219,206888.0,20.556715303963987,32.130001068115234,31.98,29.6954286302839,13.460391550105387,4096.0,2048.0,1024.0,512.0,0,128.0,64.0,32.0,16.0,8.0,0.0,2,1109.8105895730966,279.7557862477333,1214.1715804178866,6379.720473653959,0.0,41.869897869884035,20.934948934942017,0.2087250642651483,236.48,0.6154674911508115,0.0,11.388888888888893
